Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia	Total
OG0006466	2	0	0	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006467	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006468	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	0	0	1	2	1	20
OG0006469	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006470	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	20
OG0006472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006473	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006474	1	0	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006476	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006477	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006478	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006479	1	0	0	1	1	2	1	0	1	1	1	2	1	0	1	1	1	1	1	2	1	20
OG0006480	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006481	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006482	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	2	0	2	1	20
OG0006483	1	1	2	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006484	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006486	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006487	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006488	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006489	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006490	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006491	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	0	20
OG0006492	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	2	1	1	20
OG0006493	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20
OG0006494	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006496	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006497	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006498	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006499	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006500	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006501	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006502	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	20
OG0006504	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006505	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006506	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006507	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006508	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006509	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006510	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006511	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006512	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006513	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	20
OG0006515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006516	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006518	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006519	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006520	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006521	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006523	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	20
OG0006524	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006528	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006529	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	20
OG0006531	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006532	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006534	1	2	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006535	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006537	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006539	1	0	0	1	1	2	3	0	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006540	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006542	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	20
OG0006544	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006545	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006546	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006547	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006548	1	1	1	0	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	20
OG0006549	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006550	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006552	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006553	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006554	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006555	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006557	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006558	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006559	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006560	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006561	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006562	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006563	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	20
OG0006564	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006565	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006567	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20
OG0006568	1	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	20
OG0006569	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006571	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006572	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006573	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	1	20
OG0006574	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006576	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006577	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006578	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006580	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006581	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006582	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006583	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006584	2	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006586	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006587	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	20
OG0006588	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006589	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	20
OG0006591	1	1	1	0	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006592	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006593	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006594	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	20
OG0006595	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006596	1	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	20
OG0006597	1	2	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006598	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006599	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006601	3	0	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1	1	1	0	1	20
OG0006602	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006603	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006604	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006605	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006606	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006607	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006608	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006609	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006611	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006612	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	4	1	1	1	20
OG0006613	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006614	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006615	1	1	1	1	1	1	0	1	1	1	0	1	2	1	1	1	1	1	1	1	1	20
OG0006616	3	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006618	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006620	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006621	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006622	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006623	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006624	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006626	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006627	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006628	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006629	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006630	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006631	1	0	0	1	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006632	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006633	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006635	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006636	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006637	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	2	0	1	0	20
OG0006638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006639	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006640	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	4	0	1	20
OG0006641	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006642	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006643	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006644	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006645	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006646	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006647	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006648	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006649	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006650	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006651	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006652	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	20
OG0006653	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20
OG0006654	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	20
OG0006656	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006659	1	2	2	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	20
OG0006660	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006661	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006662	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006664	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006665	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006666	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	20
OG0006668	1	1	1	0	0	1	0	1	1	0	1	3	2	1	1	1	1	1	1	1	1	20
OG0006669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	20
OG0006670	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	1	20
OG0006671	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006672	1	2	1	0	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	20
OG0006673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	20
OG0006674	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006675	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006676	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006678	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006679	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006680	1	1	2	1	1	1	0	0	1	1	1	1	2	0	1	1	1	1	1	1	1	20
OG0006681	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006682	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006683	1	1	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006684	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006685	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006686	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	20
OG0006687	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006688	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006689	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	20
OG0006690	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006691	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006692	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006693	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006694	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006695	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	20
OG0006697	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006698	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006699	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006700	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	20
OG0006701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
OG0006702	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006703	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	1	20
OG0006704	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006705	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20
OG0006706	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006707	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006708	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006709	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006710	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006711	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006712	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006713	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006715	1	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006716	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20
OG0006717	1	1	2	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006718	2	0	0	1	1	1	0	1	1	2	1	1	1	0	2	1	1	1	1	1	1	20
OG0006719	1	1	3	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	20
OG0006720	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	20
OG0006721	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	20
OG0006722	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	20
OG0006723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	20
OG0006724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	20
OG0006725	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006726	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006727	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	20
OG0006728	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
OG0006729	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	20
OG0006732	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	20
OG0006733	1	1	2	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006734	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	20
OG0006736	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006737	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006738	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20
OG0006739	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	20
OG0006740	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	20
