ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
409	24,15,2,7	2,3,1,0	13,6,2,3	2,1,1,1	173	99
410	21,16,4,9	0,0,1,1	13,5,5,6	0,0,0,1	203	99
411	16,12,2,1	1,0,0,0	5,2,3,5	0,0,0,0	161	99
413	2,2,1,0	0,0,0,0	5,4,3,0	2,0,1,0	299	99
414	138,108,58,69	16,9,5,4	137,68,80,72	15,8,11,18	1149	99
415	181,109,103,79	1,0,1,2	212,180,103,152	2,4,2,3	1205	99
417	26,9,4,5	2,1,1,2	14,17,6,14	2,0,0,1	200	99
418	107,70,57,71	2,2,2,1	122,81,84,95	3,0,2,8	218	99
419	20,4,15,9	2,0,1,0	14,14,10,7	2,1,1,4	191	99
421	12,12,13,6	12,1,4,3	17,17,13,21	5,1,4,3	159	99
422	39,27,22,21	1,1,1,1	33,14,12,16	1,3,0,2	329	99
424	1,2,0,0	0,0,0,0	2,1,0,1	1,0,0,1	216	99
425	0,0,0,0	4,6,3,1	1,0,0,0	9,0,3,6	171	99
426	4,4,3,2	0,0,0,0	4,4,1,6	0,0,0,1	244	99
427	39,17,27,23	5,1,0,0	52,22,25,32	1,2,0,1	183	99
428	5,2,1,3	4,1,2,0	7,1,1,1	4,2,3,1	153	99
429	144,56,70,89	2,0,0,0	166,128,106,142	2,2,2,0	716	99
430	82,54,40,41	1,0,0,0	125,91,40,67	1,1,0,1	496	99
432	10,2,4,3	3,0,1,0	6,3,4,6	1,1,0,0	155	99
433	5,3,1,0	1,0,0,0	3,3,3,2	0,0,0,0	169	99
434	11,7,4,1	0,0,0,2	13,3,1,3	0,0,0,0	211	99
436	68,33,46,36	16,4,7,3	72,49,53,51	5,4,5,7	180	99
437	27,14,15,15	0,0,1,0	16,6,6,9	0,1,0,0	189	99
