Orthogroup	Duplications (all)	Duplications (50% support)
OG0001392	13	10
OG0001393	13	13
OG0001394	3	3
OG0001395	12	8
OG0001396	13	13
OG0001397	13	13
OG0001398	13	13
OG0001399	13	13
OG0001400	5	5
OG0001401	13	13
OG0001402	13	13
OG0001403	10	10
OG0001404	14	14
OG0001405	12	12
OG0001406	13	13
OG0001407	12	11
OG0001408	15	15
OG0001409	12	12
OG0001410	13	12
OG0001411	30	30
OG0001412	4	4
OG0001413	12	11
OG0001414	13	13
OG0001415	12	10
OG0001416	7	3
OG0001417	13	13
OG0001418	13	12
OG0001419	10	9
OG0001420	11	11
OG0001421	13	9
OG0001422	13	13
OG0001423	13	12
OG0001424	13	13
OG0001425	14	14
OG0001426	13	13
OG0001427	13	13
OG0001428	14	14
OG0001429	15	15
OG0001430	15	15
OG0001431	29	27
OG0001432	18	18
OG0001433	17	17
OG0001434	14	14
OG0001435	23	22
OG0001436	14	14
OG0001437	13	12
OG0001438	15	13
OG0001439	17	17
OG0001440	14	14
OG0001441	15	15
OG0001442	14	12
OG0001443	8	8
OG0001444	8	7
OG0001445	15	15
OG0001446	11	9
OG0001447	33	33
OG0001448	18	18
OG0001449	19	19
OG0001450	20	20
OG0001451	18	18
OG0001452	29	28
OG0001453	12	12
OG0001454	32	32
OG0001455	11	11
OG0001456	13	13
OG0001457	12	12
OG0001458	12	12
OG0001459	8	2
OG0001460	11	11
OG0001461	12	12
OG0001462	4	4
OG0001463	11	10
OG0001464	10	10
OG0001465	13	13
OG0001466	5	5
OG0001467	13	13
OG0001468	6	5
OG0001469	12	12
OG0001470	10	10
OG0001471	12	11
OG0001472	5	3
OG0001473	12	12
OG0001474	12	12
OG0001475	13	13
OG0001476	14	14
OG0001477	12	12
OG0001478	12	12
OG0001479	12	12
OG0001480	12	8
OG0001481	12	12
OG0001482	12	12
OG0001483	13	13
OG0001484	12	12
OG0001485	4	3
OG0001486	10	10
OG0001487	12	12
OG0001488	4	1
OG0001489	13	12
OG0001490	8	6
OG0001491	14	14
OG0001492	12	12
OG0001493	14	14
OG0001494	12	12
OG0001495	12	10
OG0001496	12	12
OG0001497	12	12
OG0001498	12	11
OG0001499	3	3
OG0001500	13	13
OG0001501	8	6
OG0001502	12	12
OG0001503	8	7
OG0001504	13	13
OG0001505	12	12
OG0001506	14	14
OG0001507	5	5
OG0001508	9	9
OG0001509	11	11
OG0001510	5	5
OG0001511	13	13
OG0001512	8	7
OG0001513	15	15
OG0001514	12	12
OG0001515	12	12
OG0001516	14	14
OG0001517	12	12
OG0001518	12	11
OG0001519	12	12
OG0001520	5	3
OG0001521	5	3
OG0001522	12	12
OG0001523	13	12
OG0001524	12	12
OG0001525	12	12
OG0001526	12	9
OG0001527	12	12
OG0001528	32	32
OG0001529	11	11
OG0001530	15	15
OG0001531	12	12
OG0001532	8	8
OG0001533	12	12
OG0001534	12	12
OG0001535	13	13
OG0001536	10	9
OG0001537	11	11
OG0001538	10	9
OG0001539	12	12
OG0001540	13	12
OG0001541	12	12
OG0001542	13	13
OG0001543	12	12
OG0001544	28	27
OG0001545	11	10
OG0001546	12	12
OG0001547	11	10
OG0001548	10	9
OG0001549	15	15
OG0001550	17	16
OG0001551	13	13
OG0001552	11	11
OG0001553	12	12
OG0001554	9	8
OG0001555	12	12
OG0001556	12	12
OG0001557	7	6
OG0001558	12	12
OG0001559	12	12
OG0001560	12	7
OG0001561	12	12
OG0001562	12	10
OG0001563	5	3
OG0001564	17	13
OG0001565	12	12
OG0001566	26	22
OG0001567	8	7
OG0001568	12	12
OG0001569	12	12
OG0001570	12	12
OG0001571	12	11
OG0001572	12	12
OG0001573	15	13
OG0001574	15	15
OG0001575	9	8
OG0001576	12	12
OG0001577	12	12
OG0001578	16	16
OG0001579	11	11
OG0001580	10	10
OG0001581	12	12
OG0001582	12	12
OG0001583	12	12
OG0001584	10	9
OG0001585	5	5
OG0001586	12	12
OG0001587	10	5
OG0001588	12	12
OG0001589	13	12
OG0001590	10	10
OG0001591	15	15
OG0001592	13	13
OG0001593	13	13
OG0001594	13	12
OG0001595	13	13
OG0001596	13	13
OG0001597	5	5
OG0001598	14	14
OG0001599	17	17
OG0001600	15	15
OG0001601	12	11
OG0001602	6	4
OG0001603	15	15
OG0001604	10	9
OG0001605	9	7
OG0001606	13	12
OG0001607	14	13
OG0001608	13	13
OG0001609	17	17
OG0001610	15	15
OG0001611	17	13
OG0001612	16	16
OG0001613	24	24
OG0001614	7	5
OG0001615	11	11
OG0001616	11	11
OG0001617	10	9
OG0001618	24	23
OG0001619	11	11
OG0001620	11	11
OG0001621	12	12
OG0001622	13	13
OG0001623	11	11
OG0001624	11	11
OG0001625	11	11
OG0001626	11	11
OG0001627	11	11
OG0001628	12	12
OG0001629	11	11
OG0001630	12	11
OG0001631	9	8
OG0001632	13	9
OG0001633	11	11
OG0001634	12	12
OG0001635	12	12
OG0001636	12	11
OG0001637	11	11
OG0001638	4	3
OG0001639	11	11
OG0001640	10	10
OG0001641	10	10
OG0001642	12	12
OG0001643	14	14
OG0001644	12	11
OG0001645	11	11
OG0001646	11	10
OG0001647	11	11
OG0001648	11	11
OG0001649	11	11
OG0001650	11	11
OG0001651	11	11
OG0001652	6	4
OG0001653	7	6
OG0001654	14	14
OG0001655	11	11
OG0001656	11	11
OG0001657	11	11
OG0001658	11	11
OG0001659	11	10
OG0001660	12	12
OG0001661	11	10
OG0001662	10	7
OG0001663	11	11
OG0001664	10	8
OG0001665	11	11
OG0001666	11	11
OG0001667	13	13
OG0001668	13	13
OG0001669	11	11
OG0001670	11	11
OG0001671	11	10
OG0001672	11	11
OG0001673	11	10
OG0001674	11	11
OG0001675	11	11
OG0001676	12	12
OG0001677	11	11
OG0001678	12	12
OG0001679	11	11
OG0001680	11	11
OG0001681	11	11
OG0001682	11	10
OG0001683	15	15
OG0001684	7	3
OG0001685	12	12
OG0001686	11	11
OG0001687	6	4
OG0001688	14	14
OG0001689	11	10
OG0001690	11	11
OG0001691	14	14
OG0001692	15	14
OG0001693	11	11
OG0001694	11	11
OG0001695	11	11
OG0001696	10	10
OG0001697	11	11
OG0001698	22	21
OG0001699	11	11
OG0001700	11	11
OG0001701	12	12
OG0001702	12	12
OG0001703	7	6
OG0001704	11	11
OG0001705	24	23
OG0001706	12	12
OG0001707	11	11
OG0001708	12	12
OG0001709	11	10
OG0001710	10	7
OG0001711	11	10
OG0001712	9	7
OG0001713	11	11
OG0001714	5	1
OG0001715	11	11
OG0001716	13	13
OG0001717	11	11
OG0001718	11	11
OG0001719	11	10
OG0001720	11	11
OG0001721	11	11
OG0001722	11	11
OG0001723	13	12
OG0001724	11	11
OG0001725	11	11
OG0001726	11	10
OG0001727	11	10
OG0001728	7	6
OG0001729	11	11
OG0001730	11	11
OG0001731	11	11
OG0001732	11	11
OG0001733	10	10
OG0001734	10	9
OG0001735	10	10
OG0001736	5	2
OG0001737	11	11
OG0001738	10	10
OG0001739	12	12
OG0001740	10	10
OG0001741	14	14
OG0001742	11	11
OG0001743	11	10
OG0001744	8	7
OG0001745	11	11
OG0001746	10	9
OG0001747	16	16
OG0001748	11	11
OG0001749	8	7
OG0001750	12	12
OG0001751	12	12
OG0001752	11	11
OG0001753	12	12
OG0001754	6	4
OG0001755	13	11
OG0001756	12	12
OG0001757	12	11
OG0001758	12	12
OG0001759	12	12
OG0001760	12	12
OG0001761	22	22
OG0001762	12	12
OG0001763	12	12
OG0001764	12	11
OG0001765	13	13
OG0001766	12	11
OG0001767	11	9
OG0001768	12	12
OG0001769	13	13
OG0001770	24	24
OG0001771	17	17
OG0001772	18	18
OG0001773	10	8
OG0001774	12	10
OG0001775	10	9
OG0001776	10	10
OG0001777	8	8
OG0001778	10	10
OG0001779	10	10
OG0001780	10	10
OG0001781	9	9
OG0001782	10	10
OG0001783	10	9
OG0001784	10	10
OG0001785	10	10
OG0001786	10	10
OG0001787	10	10
OG0001788	9	8
OG0001789	10	10
OG0001790	10	10
OG0001791	10	10
OG0001792	10	10
OG0001793	10	10
OG0001794	2	0
OG0001795	8	6
OG0001796	10	10
OG0001797	8	7
OG0001798	23	19
OG0001799	10	10
OG0001800	10	10
OG0001801	10	10
OG0001802	11	11
OG0001803	10	10
OG0001804	10	10
OG0001805	10	10
OG0001806	10	10
OG0001807	10	10
OG0001808	6	5
OG0001809	11	11
OG0001810	6	6
OG0001811	10	10
OG0001812	10	10
OG0001813	10	10
OG0001814	10	10
OG0001815	11	9
OG0001816	10	9
OG0001817	13	13
OG0001818	10	10
OG0001819	11	10
OG0001820	9	8
OG0001821	10	10
OG0001822	12	12
OG0001823	10	9
OG0001824	10	10
OG0001825	11	11
OG0001826	10	9
OG0001827	10	10
OG0001828	10	10
OG0001829	11	11
OG0001830	10	10
OG0001831	10	10
OG0001832	10	10
OG0001833	10	10
OG0001834	10	9
OG0001835	6	5
OG0001836	8	7
OG0001837	12	12
OG0001838	10	10
OG0001839	8	6
OG0001840	10	10
OG0001841	9	9
OG0001842	13	13
OG0001843	10	10
OG0001844	10	10
OG0001845	10	10
OG0001846	8	6
OG0001847	7	6
OG0001848	10	10
OG0001849	15	15
OG0001850	7	6
OG0001851	10	10
OG0001852	10	10
OG0001853	10	10
OG0001854	10	8
OG0001855	10	10
OG0001856	10	10
OG0001857	10	9
OG0001858	11	11
OG0001859	10	10
OG0001860	10	8
OG0001861	10	10
OG0001862	11	10
OG0001863	11	11
OG0001864	10	10
OG0001865	10	10
OG0001866	11	9
OG0001867	10	10
OG0001868	10	10
OG0001869	10	10
OG0001870	10	10
OG0001871	10	10
OG0001872	9	8
OG0001873	10	10
OG0001874	11	11
OG0001875	10	10
OG0001876	6	5
OG0001877	7	3
OG0001878	9	6
OG0001879	10	9
OG0001880	9	7
OG0001881	12	12
OG0001882	10	10
OG0001883	10	10
OG0001884	11	10
OG0001885	9	8
OG0001886	10	10
OG0001887	9	9
OG0001888	5	2
OG0001889	10	10
OG0001890	11	11
OG0001891	8	7
OG0001892	12	12
OG0001893	11	11
OG0001894	10	10
OG0001895	8	7
OG0001896	10	10
OG0001897	10	10
OG0001898	11	10
OG0001899	10	10
OG0001900	10	10
OG0001901	10	10
OG0001902	8	5
OG0001903	10	10
OG0001904	8	2
OG0001905	9	8
OG0001906	11	11
OG0001907	11	10
OG0001908	11	11
OG0001909	5	3
OG0001910	11	11
OG0001911	15	12
OG0001912	6	5
OG0001913	10	9
OG0001914	5	2
OG0001915	9	9
OG0001916	10	10
OG0001917	10	10
OG0001918	9	8
OG0001919	9	8
OG0001920	12	12
OG0001921	10	9
OG0001922	8	7
OG0001923	10	10
OG0001924	7	4
OG0001925	10	10
OG0001926	10	10
OG0001927	10	10
OG0001928	10	9
OG0001929	10	9
OG0001930	10	10
OG0001931	10	10
OG0001932	18	17
OG0001933	10	10
OG0001934	11	11
OG0001935	11	11
OG0001936	10	9
OG0001937	10	10
OG0001938	10	8
OG0001939	10	10
OG0001940	13	13
OG0001941	10	10
OG0001942	9	8
OG0001943	10	10
OG0001944	10	10
OG0001945	10	6
OG0001946	6	5
OG0001947	9	9
OG0001948	14	14
OG0001949	13	13
OG0001950	11	11
OG0001951	10	7
OG0001952	9	8
OG0001953	5	3
OG0001954	13	13
OG0001955	13	13
OG0001956	14	14
OG0001957	9	8
OG0001958	29	29
OG0001959	10	10
OG0001960	10	10
OG0001961	11	11
OG0001962	12	12
OG0001963	11	11
OG0001964	11	11
OG0001965	11	11
OG0001966	11	11
OG0001967	12	11
OG0001968	9	8
OG0001969	11	11
OG0001970	13	13
OG0001971	12	12
OG0001972	25	22
OG0001973	12	11
OG0001974	13	13
OG0001975	11	11
OG0001976	12	12
OG0001977	13	13
OG0001978	16	15
OG0001979	20	19
OG0001980	14	14
OG0001981	13	13
OG0001982	18	18
OG0001983	6	3
OG0001984	14	13
OG0001985	30	30
OG0001986	30	30
OG0001987	9	9
OG0001988	9	9
OG0001989	8	7
OG0001990	4	0
OG0001991	9	9
OG0001992	9	9
OG0001993	11	11
OG0001994	9	9
OG0001995	5	3
OG0001996	9	8
OG0001997	9	8
OG0001998	10	10
OG0001999	9	9
OG0002000	9	9
OG0002001	9	9
OG0002002	9	8
OG0002003	10	10
OG0002004	9	9
OG0002005	9	9
OG0002006	9	9
OG0002007	9	9
OG0002008	19	14
OG0002009	9	9
OG0002010	9	9
OG0002011	9	9
OG0002012	8	7
OG0002013	10	10
OG0002014	3	1
OG0002015	9	9
OG0002016	8	7
OG0002017	11	11
OG0002018	9	9
OG0002019	5	4
OG0002020	8	7
OG0002021	11	11
OG0002022	9	9
OG0002023	9	9
OG0002024	9	9
OG0002025	9	9
OG0002026	10	10
OG0002027	10	9
OG0002028	9	8
OG0002029	8	7
OG0002030	11	9
OG0002031	23	23
OG0002032	8	8
OG0002033	5	4
OG0002034	9	9
OG0002035	14	14
OG0002036	9	7
OG0002037	9	7
OG0002038	10	10
OG0002039	10	10
OG0002040	13	13
OG0002041	9	8
OG0002042	9	9
OG0002043	9	9
OG0002044	9	9
OG0002045	9	9
OG0002046	7	5
OG0002047	9	9
OG0002048	9	9
OG0002049	9	9
OG0002050	9	9
OG0002051	10	10
OG0002052	10	10
OG0002053	10	10
OG0002054	8	6
OG0002055	8	8
OG0002056	9	9
OG0002057	9	9
OG0002058	7	7
OG0002059	9	9
OG0002060	8	5
OG0002061	9	9
OG0002062	10	10
OG0002063	9	9
OG0002064	9	9
OG0002065	9	9
OG0002066	10	10
OG0002067	9	9
OG0002068	10	10
OG0002069	9	9
OG0002070	9	9
OG0002071	9	9
OG0002072	9	9
OG0002073	9	9
OG0002074	11	11
OG0002075	9	8
OG0002076	9	9
OG0002077	9	9
OG0002078	9	9
OG0002079	12	12
OG0002080	9	9
OG0002081	9	9
OG0002082	9	9
OG0002083	9	9
OG0002084	10	10
OG0002085	9	9
OG0002086	9	9
OG0002087	9	9
OG0002088	9	9
OG0002089	5	3
OG0002090	10	10
OG0002091	9	9
OG0002092	9	9
OG0002093	11	11
OG0002094	9	7
OG0002095	9	7
OG0002096	10	10
OG0002097	9	9
OG0002098	9	9
OG0002099	5	3
OG0002100	9	9
OG0002101	7	5
OG0002102	9	9
OG0002103	9	9
OG0002104	10	10
OG0002105	12	12
OG0002106	9	9
OG0002107	7	5
OG0002108	9	9
OG0002109	9	9
OG0002110	9	9
OG0002111	9	9
OG0002112	28	28
OG0002113	9	9
OG0002114	9	9
OG0002115	9	9
OG0002116	7	6
OG0002117	9	9
OG0002118	12	12
OG0002119	9	9
OG0002120	10	10
OG0002121	9	9
OG0002122	9	9
OG0002123	11	11
OG0002124	9	9
OG0002125	9	8
OG0002126	9	7
OG0002127	9	9
OG0002128	9	9
OG0002129	9	9
OG0002130	10	9
OG0002131	6	5
OG0002132	10	9
OG0002133	29	29
OG0002134	9	8
OG0002135	29	29
OG0002136	9	9
OG0002137	8	8
OG0002138	9	9
OG0002139	9	9
OG0002140	9	9
OG0002141	7	7
OG0002142	10	10
OG0002143	9	9
OG0002144	9	9
OG0002145	9	9
OG0002146	9	9
OG0002147	10	10
OG0002148	9	9
OG0002149	8	7
OG0002150	9	9
OG0002151	8	8
OG0002152	10	10
OG0002153	9	9
OG0002154	10	10
OG0002155	8	6
OG0002156	7	6
OG0002157	9	9
OG0002158	9	9
OG0002159	9	9
OG0002160	11	10
OG0002161	12	12
OG0002162	12	12
OG0002163	9	9
OG0002164	5	4
OG0002165	8	8
OG0002166	9	9
OG0002167	4	3
OG0002168	9	8
OG0002169	9	9
OG0002170	9	9
OG0002171	6	5
OG0002172	9	9
OG0002173	9	9
OG0002174	12	10
OG0002175	10	10
OG0002176	24	23
OG0002177	10	10
OG0002178	9	8
OG0002179	9	9
OG0002180	13	13
OG0002181	10	10
OG0002182	8	8
OG0002183	9	9
OG0002184	8	7
OG0002185	8	8
OG0002186	3	2
OG0002187	9	9
OG0002188	10	9
OG0002189	10	10
OG0002190	10	9
OG0002191	9	8
OG0002192	9	9
OG0002193	9	9
OG0002194	10	10
OG0002195	9	9
OG0002196	9	9
OG0002197	9	9
OG0002198	9	5
OG0002199	12	11
OG0002200	12	11
OG0002201	4	2
OG0002202	4	2
OG0002203	9	9
OG0002204	9	9
OG0002205	3	2
OG0002206	10	10
OG0002207	23	23
OG0002208	9	8
OG0002209	9	9
OG0002210	21	18
OG0002211	10	10
OG0002212	11	10
OG0002213	10	10
OG0002214	11	11
OG0002215	10	9
OG0002216	29	29
OG0002217	10	10
OG0002218	9	9
OG0002219	10	10
OG0002220	10	10
OG0002221	12	11
OG0002222	11	11
OG0002223	10	10
OG0002224	9	9
OG0002225	11	11
OG0002226	10	10
OG0002227	16	16
OG0002228	15	15
OG0002229	15	14
OG0002230	13	13
OG0002231	17	17
OG0002232	23	23
OG0002233	24	21
OG0002234	29	29
OG0002235	29	29
OG0002236	9	9
OG0002237	8	7
OG0002238	4	1
OG0002239	8	8
OG0002240	9	9
OG0002241	8	8
OG0002242	8	8
OG0002243	8	8
OG0002244	8	8
OG0002245	9	9
OG0002246	6	6
OG0002247	7	4
OG0002248	9	9
OG0002249	8	8
OG0002250	8	8
OG0002251	8	8
OG0002252	8	8
OG0002253	9	9
OG0002254	9	8
OG0002255	8	8
OG0002256	8	8
OG0002257	8	8
OG0002258	8	8
OG0002259	8	8
OG0002260	8	8
OG0002261	8	8
OG0002262	8	8
OG0002263	8	8
OG0002264	6	5
OG0002265	8	8
OG0002266	8	7
OG0002267	8	8
OG0002268	7	3
OG0002269	8	7
OG0002270	8	8
OG0002271	8	8
OG0002272	9	9
OG0002273	9	9
OG0002274	12	12
OG0002275	8	8
OG0002276	9	9
OG0002277	8	8
OG0002278	8	8
OG0002279	8	7
OG0002280	8	8
OG0002281	8	8
OG0002282	9	9
OG0002283	8	8
OG0002284	8	8
OG0002285	8	8
OG0002286	8	8
OG0002287	8	8
OG0002288	9	9
OG0002289	8	8
OG0002290	8	8
OG0002291	9	8
OG0002292	1	0
OG0002293	7	6
OG0002294	8	7
OG0002295	7	6
OG0002296	8	8
OG0002297	12	12
OG0002298	8	8
OG0002299	6	5
OG0002300	8	7
OG0002301	10	9
OG0002302	7	6
OG0002303	6	4
OG0002304	8	8
OG0002305	8	6
OG0002306	12	12
OG0002307	8	8
OG0002308	5	4
OG0002309	8	8
OG0002310	8	8
OG0002311	6	6
OG0002312	4	3
OG0002313	8	8
OG0002314	8	8
OG0002315	8	8
OG0002316	9	9
OG0002317	8	8
OG0002318	8	8
OG0002319	6	5
OG0002320	9	8
OG0002321	8	8
OG0002322	9	7
OG0002323	8	8
OG0002324	8	8
OG0002325	8	7
OG0002326	8	8
OG0002327	8	8
OG0002328	9	9
OG0002329	5	4
OG0002330	9	7
OG0002331	8	8
OG0002332	7	4
OG0002333	9	8
OG0002334	7	6
OG0002335	8	8
OG0002336	9	9
OG0002337	8	8
OG0002338	8	8
OG0002339	8	8
OG0002340	1	0
OG0002341	8	8
OG0002342	7	7
OG0002343	9	9
OG0002344	5	2
OG0002345	8	8
OG0002346	6	4
OG0002347	2	1
OG0002348	9	9
OG0002349	8	8
OG0002350	8	8
OG0002351	10	10
OG0002352	8	8
OG0002353	9	8
OG0002354	8	8
OG0002355	8	8
OG0002356	8	7
OG0002357	9	9
OG0002358	8	8
OG0002359	8	8
OG0002360	8	8
OG0002361	8	8
OG0002362	8	8
OG0002363	9	9
OG0002364	8	8
OG0002365	9	9
OG0002366	8	8
OG0002367	8	8
OG0002368	8	8
OG0002369	10	10
OG0002370	8	7
OG0002371	8	8
OG0002372	9	6
OG0002373	8	8
OG0002374	7	7
OG0002375	8	8
OG0002376	8	8
OG0002377	6	4
OG0002378	8	7
OG0002379	9	9
OG0002380	8	8
OG0002381	8	8
OG0002382	10	10
OG0002383	5	3
OG0002384	8	8
OG0002385	7	6
OG0002386	3	2
OG0002387	8	8
OG0002388	8	8
OG0002389	11	11
OG0002390	8	8
OG0002391	7	6
OG0002392	8	8
OG0002393	9	9
OG0002394	8	8
OG0002395	8	7
OG0002396	22	22
OG0002397	8	8
OG0002398	8	8
OG0002399	9	9
OG0002400	8	8
OG0002401	9	8
OG0002402	9	9
OG0002403	8	8
OG0002404	8	8
OG0002405	9	8
OG0002406	8	8
OG0002407	11	10
OG0002408	8	8
OG0002409	4	2
OG0002410	9	9
OG0002411	8	7
OG0002412	8	8
OG0002413	8	8
OG0002414	7	5
OG0002415	8	8
OG0002416	8	8
OG0002417	10	10
OG0002418	8	8
OG0002419	8	8
OG0002420	7	7
OG0002421	6	5
OG0002422	8	8
OG0002423	7	5
OG0002424	8	7
OG0002425	8	8
OG0002426	7	7
OG0002427	5	4
OG0002428	8	8
OG0002429	9	9
OG0002430	9	9
OG0002431	10	10
OG0002432	7	7
OG0002433	3	2
OG0002434	4	2
OG0002435	8	8
OG0002436	8	8
OG0002437	6	4
OG0002438	4	4
OG0002439	8	8
OG0002440	8	7
OG0002441	5	5
OG0002442	8	8
OG0002443	7	7
OG0002444	8	8
OG0002445	8	8
OG0002446	9	9
OG0002447	8	8
OG0002448	8	7
OG0002449	8	8
OG0002450	8	8
OG0002451	8	7
OG0002452	7	7
OG0002453	8	8
OG0002454	13	13
OG0002455	8	7
OG0002456	8	8
OG0002457	5	3
OG0002458	8	6
OG0002459	9	9
OG0002460	5	3
OG0002461	12	11
OG0002462	8	7
OG0002463	26	26
OG0002464	19	19
OG0002465	11	11
OG0002466	10	10
OG0002467	9	9
OG0002468	10	10
OG0002469	10	10
OG0002470	21	21
OG0002471	9	9
OG0002472	11	11
OG0002473	10	10
OG0002474	8	7
OG0002475	10	10
OG0002476	9	9
OG0002477	9	9
OG0002478	12	12
OG0002479	10	10
OG0002480	12	12
OG0002481	10	10
OG0002482	9	9
OG0002483	11	11
OG0002484	9	9
OG0002485	9	9
OG0002486	8	8
OG0002487	10	10
OG0002488	11	11
OG0002489	9	9
OG0002490	9	9
OG0002491	9	9
OG0002492	9	8
OG0002493	12	12
OG0002494	13	13
OG0002495	12	11
OG0002496	14	14
OG0002497	13	13
OG0002498	13	12
OG0002499	15	15
OG0002500	15	15
OG0002501	6	5
OG0002502	13	13
OG0002503	15	15
OG0002504	27	27
OG0002505	28	28
OG0002506	17	16
OG0002507	6	6
OG0002508	7	7
OG0002509	7	7
OG0002510	7	7
OG0002511	7	7
OG0002512	4	3
OG0002513	8	8
OG0002514	9	9
OG0002515	8	8
OG0002516	7	7
OG0002517	7	7
OG0002518	7	7
OG0002519	7	7
OG0002520	7	7
OG0002521	9	8
OG0002522	7	6
OG0002523	7	7
OG0002524	8	8
OG0002525	7	7
OG0002526	7	6
OG0002527	6	6
OG0002528	13	13
OG0002529	7	7
OG0002530	7	7
OG0002531	7	7
OG0002532	7	7
OG0002533	7	7
OG0002534	7	7
OG0002535	7	7
OG0002536	7	7
OG0002537	7	7
OG0002538	3	2
OG0002539	7	7
OG0002540	7	7
OG0002541	7	7
OG0002542	7	7
OG0002543	6	5
OG0002544	7	7
OG0002545	7	7
OG0002546	8	8
OG0002547	5	4
OG0002548	8	8
OG0002549	7	7
OG0002550	7	7
OG0002551	7	7
OG0002552	7	7
OG0002553	7	7
OG0002554	9	9
OG0002555	7	7
OG0002556	7	7
OG0002557	8	8
OG0002558	7	7
OG0002559	7	6
OG0002560	8	8
OG0002561	7	7
OG0002562	7	7
OG0002563	5	3
OG0002564	7	7
OG0002565	7	7
OG0002566	7	7
OG0002567	7	7
OG0002568	7	7
OG0002569	7	2
OG0002570	7	7
OG0002571	1	1
OG0002572	7	7
OG0002573	8	8
OG0002574	7	7
OG0002575	7	7
OG0002576	7	7
OG0002577	9	9
OG0002578	7	6
OG0002579	6	6
OG0002580	7	4
OG0002581	7	7
OG0002582	7	7
OG0002583	7	7
OG0002584	7	7
OG0002585	7	7
OG0002586	7	7
OG0002587	7	7
OG0002588	8	8
OG0002589	6	6
OG0002590	7	7
OG0002591	7	7
OG0002592	8	8
OG0002593	7	7
OG0002594	6	4
OG0002595	7	7
OG0002596	5	4
OG0002597	7	7
OG0002598	8	8
OG0002599	9	9
OG0002600	7	7
OG0002601	7	7
OG0002602	6	5
OG0002603	7	7
OG0002604	7	7
OG0002605	8	8
OG0002606	7	7
OG0002607	8	8
OG0002608	7	7
OG0002609	6	6
OG0002610	8	8
OG0002611	7	7
OG0002612	7	7
OG0002613	7	6
OG0002614	8	8
OG0002615	8	8
OG0002616	5	5
OG0002617	4	3
OG0002618	7	7
OG0002619	7	7
OG0002620	7	7
OG0002621	8	8
OG0002622	7	7
OG0002623	6	4
OG0002624	7	7
OG0002625	3	2
OG0002626	7	7
OG0002627	7	7
OG0002628	8	8
OG0002629	7	6
OG0002630	7	7
OG0002631	7	7
OG0002632	6	6
OG0002633	8	8
OG0002634	7	7
OG0002635	7	7
OG0002636	7	6
OG0002637	7	7
OG0002638	4	3
OG0002639	6	5
OG0002640	7	6
OG0002641	6	5
OG0002642	7	7
OG0002643	7	7
OG0002644	7	7
OG0002645	7	7
OG0002646	7	7
OG0002647	7	7
OG0002648	7	7
OG0002649	7	7
OG0002650	7	7
OG0002651	7	7
OG0002652	5	1
OG0002653	7	7
OG0002654	3	2
OG0002655	8	8
OG0002656	8	8
OG0002657	9	9
OG0002658	9	9
OG0002659	7	7
OG0002660	13	13
OG0002661	10	10
OG0002662	7	7
OG0002663	7	7
OG0002664	8	8
OG0002665	8	8
OG0002666	5	3
OG0002667	4	3
OG0002668	8	8
OG0002669	7	7
OG0002670	8	8
OG0002671	7	6
OG0002672	7	7
OG0002673	7	7
OG0002674	7	7
OG0002675	8	8
OG0002676	7	7
OG0002677	9	9
OG0002678	7	7
OG0002679	7	7
OG0002680	7	7
OG0002681	9	9
OG0002682	6	4
OG0002683	6	5
OG0002684	7	7
OG0002685	27	27
OG0002686	7	7
OG0002687	6	5
OG0002688	9	9
OG0002689	7	7
OG0002690	5	2
OG0002691	5	5
OG0002692	8	6
OG0002693	17	11
OG0002694	7	7
OG0002695	7	6
OG0002696	7	7
OG0002697	7	7
OG0002698	8	8
OG0002699	8	8
OG0002700	7	7
OG0002701	5	5
OG0002702	7	6
OG0002703	6	5
OG0002704	8	6
OG0002705	8	8
OG0002706	27	27
OG0002707	22	17
OG0002708	7	7
OG0002709	7	7
OG0002710	7	7
OG0002711	7	7
OG0002712	8	8
OG0002713	12	12
OG0002714	7	7
OG0002715	6	6
OG0002716	11	10
OG0002717	8	6
OG0002718	8	8
OG0002719	7	7
OG0002720	9	9
OG0002721	7	7
OG0002722	9	8
OG0002723	8	8
OG0002724	8	8
OG0002725	6	5
OG0002726	7	7
OG0002727	6	3
OG0002728	5	3
OG0002729	6	6
OG0002730	7	7
OG0002731	7	7
OG0002732	7	7
OG0002733	6	6
OG0002734	10	10
OG0002735	7	7
OG0002736	7	7
OG0002737	7	7
OG0002738	7	6
OG0002739	7	7
OG0002740	7	7
OG0002741	6	5
OG0002742	6	5
OG0002743	6	6
OG0002744	7	7
OG0002745	8	8
OG0002746	7	7
OG0002747	7	7
