"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC114871467",282.518610133853,-1.19822852361051,0.181240590515612,42.3486030424107,7.63708646762325e-11,1.7858632423949e-09
"LOC114871468",1073.54821514926,-0.916243764112679,0.128338444601534,49.2534318938394,2.24939468877579e-12,6.32350326579622e-11
"LOC114871469",400.752859338405,0.165271810969299,0.116413948301227,2.02224100633748,0.15501022541931,0.276229796289217
"LOC114871470",1485.85137288428,0.387309642289391,0.186541721871515,4.34893345454068,0.0370321306342573,0.0900371055201459
"LOC114871471",713.340605169386,0.50580764392176,0.168254472743898,9.12041551383103,0.00252772541900569,0.00977368163703479
"LOC114871472",83.3375009868328,0.140729340565918,0.249101219078687,0.320295016155981,0.5714304049828,0.699934218674765
"LOC114871473",55.4010493053583,0.235098178838658,0.292405146625549,0.655770917205643,0.41805695080834,0.567540304376173
"LOC114871474",4810.22427522037,0.0320764069175429,0.111879207866492,0.082290847051496,0.774216599718193,0.854803583485405
"LOC114871475",1736.24309401626,-0.412468041896223,0.201098383780623,4.14012917610246,0.0418779735585247,0.0993595086803453
"LOC114871476",6824.88579328899,-0.706590511489041,0.177190776148011,15.4001460300546,8.69815717519923e-05,0.000544706872645313
"LOC114871477",893.895435325236,1.75957729424033,0.257018795781318,46.8067709657042,7.83422677021081e-12,2.09367166853764e-10
"LOC114871478",823.808234053428,-0.972710557206418,0.146689782463137,42.3380281913182,7.67849198992619e-11,1.79147401551815e-09
"LOC114871479",2697.36074049742,-0.417338770236377,0.109443774680717,14.3183117893516,0.000154356043270007,0.000899072267226964
"LOC114871480",8918.25902282378,-0.919200421283257,0.0755627679751085,141.850427934435,1.04854293184148e-32,1.17265850279533e-30
"LOC114871482",4559.35106678192,-0.864341260038273,0.130893229084317,41.8944591435547,9.63352386027581e-11,2.22740060670512e-09
"LOC114871483",1226.30264851222,-0.0150035311709544,0.257624457988735,0.00340192061854339,0.95348896907646,0.969220312470628
"LOC114871484",1963.81997054212,0.407944361432191,0.206055497659837,3.9591159443731,0.0466181804294484,0.108052319742002
"LOC114871485",15528.3061728439,-0.472683025434004,0.164545179606709,8.09146117466307,0.00444742916681127,0.0156979755393897
"LOC114871486",376.475584678649,0.473439106291708,0.22833020924171,4.34404354085224,0.0371386219473134,0.0902309483963554
"LOC114871487",59.8734731263975,0.57917140183961,0.262132646543563,4.90359762176407,0.0268008052862679,0.0695995672868275
"LOC114871488",15.4837399321622,1.10364978698488,0.452568164390632,5.99009786222834,0.0143864042187422,0.041755067138685
"LOC114871489",25.0928273063015,0.907240928395922,0.534754614373608,2.89864629423889,0.0886539753834014,0.179276877499964
"LOC114871490",2257.06651781184,3.70614563736775,0.304686186968886,132.187354797905,1.36144534252687e-30,1.42937868665908e-28
"LOC114871491",227.215995169758,0.182704521204951,0.240958252880802,0.577347484510426,0.447353904516499,0.595241549499695
"LOC114871492",29084.4826081931,-0.886805543474342,0.221518807603016,15.3438846991036,8.96105095034533e-05,0.000558112913003046
"LOC114871493",11.1750495021369,4.11317830411619,0.78896292812826,30.5207498553411,3.30314615569325e-08,4.63657173205019e-07
"LOC114871494",2.02824695765309,1.48746650017122,1.78583662534225,0.720228388802628,0.396069003708617,0.547588548664064
"LOC114871495",12.6633075560056,0.362612551125125,0.507530775013326,0.512464120135192,0.47407409854947,0.619373202470358
"LOC114871496",13.3511760105666,3.02118068550298,0.664065417723969,20.8444884242495,4.98123588923263e-06,4.35075857931363e-05
"LOC114871497",883.377281537487,0.706899919136147,0.224298220410521,10.0615457691042,0.00151396148604213,0.00634248767503561
"LOC114871498",807.602350395435,-0.247404256664023,0.140059954447848,3.10341486198847,0.0781282519032661,0.161775323773939
"LOC114871499",12.8048547988828,2.20170517416957,0.7054634509872,9.67188110969889,0.00187109635058728,0.00759436305766963
"LOC114871500",1477.1944921156,0.389754780892448,0.165588385892156,5.59033361421277,0.0180598562120356,0.0504939838493573
"LOC114871501",1590.37336674863,0.0914310304639304,0.227652929624168,0.161748660188579,0.687551644464769,0.789445248286799
"LOC114871502",1238.01193814959,0.542193694390897,0.0837948571225058,42.2411885320819,8.06827168500902e-11,1.87815491780674e-09
"LOC114871503",201.300385516846,-0.962603644105456,0.234911281015535,16.2775587108084,5.47080505882878e-05,0.000361755226544276
"LOC114871504",3873.08746138901,0.205724328748296,0.137515503806184,2.25106278212635,0.133522671754696,0.245718971504931
"LOC114871505",326.552284943837,0.240753500143421,0.195575256299436,1.52468420872823,0.216912006765536,0.355213693714882
"LOC114871506",1136.68158764644,-0.170347913195999,0.179693102357259,0.89356331780364,0.344513505885546,0.498043056601097
"LOC114871507",912.761813112692,-0.357749761131141,0.185643037032011,3.66879907616737,0.055440116824089,0.123521732785416
"LOC114871508",611.4517622665,-3.77747000497326,0.247482593669212,191.288443379355,1.66378252614524e-43,3.05690328776935e-41
"LOC114871509",2881.24854091265,-9.21640202175876,0.40962699985928,463.710758715613,7.48812445258683e-103,4.53207720545093e-100
"LOC114871510",14686.7386004528,-0.143266611397751,0.338510358383262,0.178209638311046,0.672916385133455,0.777936706363834
"LOC114871511",3874.40064246864,-0.498538870184321,0.0865890054044294,32.5438842532514,1.16531255233442e-08,1.7789170402031e-07
"LOC114871512",287.269310636424,-0.496856789089077,0.171086803759399,8.33977217851879,0.00387864611866062,0.0139195639745026
"LOC114871513",2111.20854533514,0.0998761834539594,0.210127244384347,0.226562580467288,0.634084420546437,0.749465204250694
"LOC114871514",708.486753774239,-0.34749030925618,0.197500879822867,3.05857625554283,0.0803120114933037,0.165464614788667
"LOC114871515",23.4691070128151,1.4457824206932,0.583017953863952,6.19549531596113,0.0128075874885107,0.0379652168450841
"LOC114871516",17535.0177686371,0.0939385583160471,0.216671728398195,0.188515797554544,0.664154787641161,0.772232863604917
"LOC114871517",1484.13737096945,-0.00719280149919471,0.0868579063184462,0.00702772672021013,0.933190372776439,0.956791053679326
"LOC114871518",856.676140401095,0.42923644839136,0.523837014897598,0.67824218544709,0.410192679138779,0.560860129655667
"LOC114871519",30.0096198840115,0.707341768713727,0.611118475796467,1.3454482593739,0.246075437217092,0.390178790803924
"LOC114871520",274.048098171432,0.434720460102122,0.18393527248169,5.62261449253529,0.0177301804839873,0.0497751233287162
"LOC114871521",1.73688214780884,0.428156722936336,1.47061659770671,0.0858281054604113,0.769549407689316,0.850654690128425
