GeneID,minPval,minFDR
LOC114873091,0.0290815373174,0.3773766415233783
LOC114873094,1,1
LOC114873095,0.0144303748433,0.2901536084563536
LOC114873098,0.451031756492,1
LOC114873108,0.514038587575,1
LOC114873109,0.00578150032864,0.15139463651275906
LOC114873110,1,1
LOC114873114,0.0610471955201,0.7387157890133712
LOC114873115,1,1
LOC114873116,0.449359735706,1
LOC114873117,0.507433434798,1
LOC114873119,0.328538881092,0.9440762070970624
LOC114873120,1,1
LOC114873121,1,1
LOC114873122,5.2525611425e-5,0.01285321165499907
LOC114873127,0.614769620652,1
LOC114873128,1,1
LOC114873130,0.0358159227694,0.4100463978599257
LOC114873133,1,1
LOC114873134,1,1
LOC114873142,0.380005470257,1
LOC114873143,0.88227189918,1
LOC114873146,0.0235147083277,0.3359781525861776
LOC114873147,1,1
LOC114873150,0.677667141379,1
LOC114873152,0.00287743764659,0.08130434280481047
LOC114873153,1,1
LOC114873154,0.344491137098,1
LOC114873155,0.373745816763,1
LOC114873156,0.0188557037712,0.3321515524434791
LOC114873159,0.331830191863,0.9885700571631972
LOC114873162,1,1
LOC114873163,1,1
LOC114873170,0.92312698581,1
LOC114873175,1,1
LOC114873177,0.0453809158947,0.6194870068518242
LOC114873178,0.687229749875,1
LOC114873179,1,1
LOC114873181,6.17841665451e-6,0.00388979340716088
LOC114873184,0.00740056769375,0.22742116629119188
LOC114873185,0.11299117457,0.7616329156936603
LOC114873186,0.600336589229,1
LOC114873187,0.0782900973354,0.5877324684802501
LOC114873191,1,1
LOC114873193,0.00523865084513,0.12463068418900962
LOC114873194,1,1
LOC114873195,0.828836372889,1
LOC114873196,0.00283842835638,0.13425568473441532
LOC114873201,1,1
LOC114873209,0.324797860877,1
LOC114873212,1,1
LOC114873213,0.465826938534,1
LOC114873214,1,1
LOC114873215,0.419706302064,1
LOC114873220,0.222141700834,1
LOC114873221,1,1
LOC114873223,0.859132464664,1
LOC114873226,0.0354316979612,0.45577049477218184
LOC114873228,0.00587782441284,0.19320789002802924
LOC114873230,0.315561880639,1
LOC114873233,0.309643180105,1
LOC114873237,1,1
LOC114873239,1,1
LOC114873246,1,1
LOC114873249,1,1
LOC114873250,1,1
LOC114873253,3.48710468364e-5,0.01085014535677691
LOC114873256,0.315720260265,1
LOC114873257,1,1
LOC114873262,0.844977014116,1
LOC114873264,0.33955362806,1
LOC114873265,3.42429863019e-4,0.03217935863707247
LOC114873276,0.146463819046,1
LOC114873277,0.0658491533643,0.6240186957891781
LOC114873280,0.066273340379,0.6244667888431297
LOC114873282,1,1
LOC114873284,1,1
LOC114873287,1,1
LOC114873288,1,1
LOC114873290,0.78282017939,1
LOC114873291,0.11537414065,1
LOC114873294,0.2389472755,0.9645213944601329
LOC114873297,1,1
LOC114873298,1,1
LOC114873300,0.00346109213724,0.10896033528281034
LOC114873301,0.0412722214529,0.4917727127615386
LOC114873302,0.32075658403,1
LOC114873307,1,1
LOC114873308,1,1
LOC114873309,1,1
LOC114873310,0.187074717613,0.986473471839492
LOC114873311,0.745297172133,1
LOC114873319,0.0253802565778,0.43668582085813695
LOC114873323,0.250212775549,1
LOC114873325,1,1
LOC114873326,0.0561647129318,0.5315265168925001
LOC114873341,1,1
LOC114873343,0.0245013178192,0.3038059641745102
LOC114873348,0.315199226017,1
LOC114873349,1,1
LOC114873351,0.531423905851,1
LOC114873354,0.235424126863,1
LOC114873356,0.663791846468,1
LOC114873364,1,1
LOC114873365,1,1
LOC114873367,1,1
LOC114873369,0.801143495308,1
LOC114873370,0.839827262026,1
LOC114873371,0.365688907747,1
LOC114873375,0.68218454187,1
LOC114873378,1,1
LOC114873381,0.051363654873,0.6628118510662324
LOC114873384,1,1
LOC114873388,0.597085762579,1
LOC114873390,0.895776286782,1
LOC114873400,0.659361492178,1
LOC114873402,0.22059220678,1
LOC114873404,0.276093269313,1
LOC114873405,0.731621737096,1
LOC114873410,0.171120957382,1
LOC114873417,0.0084229473445,0.13227855943294317
LOC114873418,0.0250763714373,0.4348545566568008
LOC114873422,1,1
LOC114873424,0.0349525419676,0.40274348357505546
LOC114873428,1,1
LOC114873429,0.905927765542,1
LOC114873431,1,1
LOC114873433,1,1
LOC114873435,1,1
LOC114873436,0.00396253879679,0.1024358433638266
LOC114873438,1,1
LOC114873442,0.964608101187,1
LOC114873444,0.608899111282,1
LOC114873446,1,1
LOC114873449,0.49386247024,1
LOC114873450,0.0761747621039,0.6212243156053214
LOC114873455,7.42308568455e-4,0.05099088858694731
LOC114873461,0.705069897267,1
LOC114873463,5.53020170624e-4,0.02921389162209391
LOC114873465,0.0535281776477,0.4835848212612
LOC114873467,1,1
LOC114873470,1,1
LOC114873471,0.0710687908065,0.5535165437813943
LOC114873473,0.0727298358508,0.8256460918663843
LOC114873474,0.00221717263039,0.06734661864809625
LOC114873476,0.619926423451,1
LOC114873477,0.251992988037,1
LOC114873478,0.75150937694,1
LOC114873488,0.133573996829,0.7583757296599767
LOC114873491,0.327313313111,1
LOC114873495,6.22333556051e-4,0.04631198879612858
LOC114873496,0.902970346609,1
LOC114873498,0.989150177093,1
LOC114873499,0.64938784449,1
LOC114873504,1,1
LOC114873506,0.732378154073,1
LOC114873511,0.829660164141,1
LOC114873516,0.00723754640896,0.17467916062706162
LOC114873527,0.0921542001718,0.9352731191015092
LOC114873530,0.490457433672,1
LOC114873532,1,1
LOC114873536,1,1
LOC114873538,1,1
LOC114873539,1,1
LOC114873541,1,1
LOC114873544,1,1
LOC114873549,0.809060221239,1
LOC114873551,1,1
LOC114873553,1,1
LOC114873558,1,1
LOC114873560,0.493994910198,1
LOC114873565,1,1
LOC114873567,0.748639012392,1
LOC114873568,1,1
LOC114873569,0.0278689840219,0.4571310888751856
LOC114873574,1,1
LOC114873576,0.666928385085,1
LOC114873579,1,1
LOC114873580,0.0322197781591,0.3585323251710402
LOC114873582,0.0330112897145,0.3585323251710402
LOC114873583,0.336794673896,1
LOC114873584,0.122126587416,0.7726093105926573
LOC114873585,1,1
LOC114873588,0.786760540683,1
LOC114873590,0.339896785663,1
LOC114873597,0.152556667724,1
LOC114873598,0.63511732671,1
LOC114873600,0.0102041817962,0.2070985078183318
LOC114873601,0.0605203777282,0.5205564517367812
LOC114873604,0.365710151424,1
LOC114873609,1,1
LOC114873613,0.581590749683,1
LOC114873614,0.00153386800331,0.09344179268891216
LOC114873618,0.122881968077,0.7318705451644852
LOC114873620,0.929698044681,1
LOC114873622,1,1
LOC114873625,0.140991193649,0.8565206713395471
LOC114873626,4.81574208449e-5,0.01147857670896785
LOC114873628,0.192498581365,1
LOC114873633,1,1
LOC114873634,0.330321743154,1
LOC114873635,0.00155113939697,0.05701359484422794
LOC114873638,0.503090570146,1
LOC114873639,1,1
LOC114873643,4.34762654211e-7,1.3205915621659e-4
LOC114873650,0.794322761286,1
LOC114873652,0.0677263271949,0.7891849096590905
LOC114873663,0.193871566893,0.8628349955128022
LOC114873664,0.217909787602,1
LOC114873666,0.969543899224,1
LOC114873667,1,1
LOC114873668,0.335191523611,1
LOC114873671,0.0771106712977,0.8562524458216872
LOC114873672,1,1
LOC114873673,1,1
LOC114873674,1,1
LOC114873678,0.7154880837,1
LOC114873691,1,1
LOC114873692,1,1
LOC114873694,1,1
LOC114873697,0.204129464772,1
LOC114873698,1,1
LOC114873699,0.0948466448502,0.7314885075433233
LOC114873702,1,1
LOC114873710,0.191611779258,1
LOC114873712,0.00216683553095,0.06734661864809625
LOC114873713,1,1
LOC114873714,1,1
LOC114873716,0.0271745633446,0.4052789182254252
LOC114873724,2.81408939484e-7,1.1397062049102e-4
LOC114873725,1,1
LOC114873726,0.640212087417,1
LOC114873727,0.430071134918,1
LOC114873730,1,1
LOC114873731,1,1
LOC114873733,1,1
LOC114873739,0.59299621327,1
LOC114873749,0.348757454963,1
LOC114873751,0.111515250829,1
LOC114873754,0.683849831402,1
LOC114873756,1,1
LOC114873759,0.162244388798,0.9027303471208992
LOC114873763,1,1
LOC114873764,1,1
LOC114873768,0.19113873629,1
LOC114873769,1.26588801159e-5,0.00597408720898223
LOC114873770,1,1
LOC114873773,0.543721827822,1
LOC114873779,0.177374753286,1
LOC114873781,0.0941420316142,0.9442917325372504
LOC114873782,9.91161753783e-8,1.7702148922564e-4
LOC114873783,1,1
LOC114873784,0.360658057471,1
LOC114873788,0.604937315789,1
LOC114873789,0.0963218301777,0.9555530510271232
LOC114873790,1,1
LOC114873792,0.019297119581,0.36955382339613624
LOC114873794,1.93356165246e-5,0.00669956519402897
LOC114873795,1,1
LOC114873797,0.33806655269,1
LOC114873800,1,1
LOC114873803,0.750852151741,1
LOC114873805,0.643654989621,1
LOC114873807,1,1
LOC114873808,0.657808598568,1
LOC114873811,0.945437652049,1
LOC114873812,0.259957284217,1
LOC114873813,1,1
LOC114873814,0.0520895151744,0.6695630870763829
LOC114873815,0.15639906407,0.7756116850818369
LOC114873816,0.11824268787,0.7929229600163096
LOC114873818,1,1
LOC114873827,0.010187237669300001,0.2070985078183318
LOC114873828,1,1
LOC114873833,1,1
LOC114873834,1,1
LOC114873836,0.027952317225,0.4571310888751856
LOC114873841,0.192398356208,0.8628349955128022
LOC114873850,1,1
LOC114873851,1,1
LOC114873861,0.0299348607497,0.3818832949926015
LOC114873862,0.176460606734,0.9787913457265222
LOC114873863,0.323516752639,1
LOC114873865,0.00722787698645,0.2238038876082081
LOC114873866,0.437646829979,1
LOC114873870,0.132772864438,0.8377889009547264
LOC114873879,1,1
LOC114873887,0.89915844115,1
LOC114873893,1,1
LOC114873895,1,1
LOC114873900,0.00419581347893,0.16501035509101497
LOC114873901,1,1
LOC114873902,0.00331490898149,0.13861774456142045
LOC114873905,0.013732187038,0.2270648562381
LOC114873909,0.018114213332,0.364004840767689
LOC114873912,0.212777945858,1
LOC114873913,1.17835935583e-4,0.02104167638910489
LOC114873914,0.49858620159,1
LOC114873915,1,1
LOC114873919,0.835743561882,1
LOC114873921,1,1
LOC114873923,0.0103374371044,0.20744564796020673
LOC114873928,1,1
LOC114873934,0.275511848282,1
LOC114873935,1,1
LOC114873939,1,1
LOC114873941,0.320425116221,1
LOC114873942,0.690342889668,1
LOC114873944,1,1
LOC114873946,1,1
LOC114873950,1,1
LOC114873952,0.334528270542,1
LOC114873956,1,1
LOC114873963,0.805644302558,1
LOC114873965,0.710981229963,1
LOC114873970,0.754778376051,1
LOC114873971,0.0370226625724,0.537601607946916
LOC114873974,0.400454218249,1
LOC114873977,2.38245071914e-4,0.03349117425820847
LOC114873979,0.459416926218,1
LOC114873981,0.41483773054900003,1
LOC114873988,0.17018379272,1
LOC114873991,0.0338626129917,0.3249870219064542
LOC114873994,0.0456290852339,0.4710609608540197
LOC114873996,0.0736126593658,0.8328062336127408
LOC114873998,0.616920615599,1
LOC114874000,0.11345430218,1
LOC114874001,0.136300459528,1
LOC114874002,0.888404094596,1
LOC114874005,0.39506361122,1
LOC114874006,0.332285838185,1
LOC114874012,1,1
LOC114874015,1,1
LOC114874016,1,1
LOC114874017,0.716101488434,1
LOC114874018,1,1
LOC114874023,1,1
LOC114874028,0.512347191854,1
LOC114874030,1,1
LOC114874032,1,1
LOC114874033,0.0182433837053,0.3643951789442792
LOC114874035,0.617320418531,1
LOC114874037,0.863564562869,1
LOC114874041,1,1
LOC114874043,0.0977745952864,0.960153567542418
LOC114874048,0.318805766675,1
LOC114874053,0.624443598199,1
LOC114874062,0.0875734443564,0.6196819086567931
LOC114874064,1,1
LOC114874067,1,1
LOC114874070,1,1
LOC114874072,1,1
LOC114874075,5.301885725e-4,0.02442402023983333
LOC114874078,1,1
LOC114874079,1,1
LOC114874082,0.421606482952,1
LOC114874084,5.80625258984e-9,4.01212053957944e-6
LOC114874091,0.380606502372,1
LOC114874097,0.869162458054,1
LOC114874101,0.743088202097,1
LOC114874104,0.00102509785875,0.06102749252424999
LOC114874117,0.465560268296,1
LOC114874118,0.0545740243361,0.42853012291187614
LOC114874123,0.375130671707,1
LOC114874129,1,1
LOC114874134,0.0113976248807,0.2799409203969699
LOC114874136,1,1
LOC114874138,0.858292364993,1
LOC114874142,1,1
LOC114874143,0.685438449637,1
LOC114874149,1,1
LOC114874155,1,1
LOC114874156,0.073283662566,0.6144817903421408
LOC114874162,6.5829766759e-4,0.03873145769744267
LOC114874165,1,1
LOC114874167,0.192737733465,1
LOC114874168,0.141500210825,0.8340573482952145
LOC114874169,1,1
LOC114874171,0.771535986239,1
LOC114874178,1,1
LOC114874179,0.276923805397,1
LOC114874181,1,1
LOC114874184,0.0197089234,0.3728484705461188
LOC114874188,1,1
LOC114874193,1,1
LOC114874194,1,1
LOC114874197,0.798686603781,1
LOC114874198,0.546904818766,1
LOC114874199,0.872518701372,1
LOC114874201,0.28740645777,1
LOC114874202,0.12275207304500001,1
LOC114874203,0.499088351841,1
LOC114874204,0.271143789623,1
LOC114874206,0.0916031949462,0.69618428159112
LOC114874207,0.00111738723924,0.08211325461711244
LOC114874209,1,1
LOC114874213,0.169877448237,1
LOC114874215,1,1
LOC114874216,0.179503710752,0.940157265111648
LOC114874219,1,1
LOC114874227,0.00464967359347,0.1310720675134943
LOC114874231,0.217471803248,1
LOC114874233,1,1
LOC114874236,0.85807923865,1
LOC114874237,1,1
LOC114874239,4.56533018541e-4,0.05112396022882012
LOC114874241,0.037384951776,0.5393064986550917
LOC114874242,0.134387329654,0.8160598992711525
LOC114874246,0.232198843505,1
LOC114874251,1,1
LOC114874253,0.616960887286,1
LOC114874254,0.110731544777,1
LOC114874257,0.984305306638,1
LOC114874261,1,1
LOC114874263,0.0217744510304,0.3136223350023742
LOC114874264,0.378685823822,1
LOC114874266,1.23100150906e-5,0.00110205361786812
LOC114874274,0.378900816043,1
LOC114874281,1,1
LOC114874282,1,1
LOC114874284,0.0803534619836,0.6854393802540424
LOC114874288,1,1
LOC114874289,0.348017223675,1
LOC114874291,1,1
LOC114874299,1,1
LOC114874309,0.716552864306,1
LOC114874315,7.85178825161e-5,0.01621148905574602
LOC114874319,0.0716537805958,0.8162353937869838
LOC114874331,0.463218959107,1
LOC114874339,0.291826874716,1
LOC114874342,1,1
LOC114874343,0.720770729479,1
LOC114874344,1,1
LOC114874348,0.829977709111,1
LOC114874350,0.496406141797,1
LOC114874352,0.0280587027537,0.45773789899678
LOC114874355,1,1
LOC114874362,1,1
LOC114874363,1,1
LOC114874366,1,1
LOC114874367,0.0818033940816,0.8788211783693192
LOC114874370,0.458074604904,1
LOC114874381,1,1
LOC114874382,0.0216873563079,0.3947337827170669
LOC114874383,0.460179772831,1
LOC114874386,0.0162757016313,0.31597310408351376
LOC114874388,0.597787005595,1
LOC114874392,0.00776458891507,0.23318472255394315
LOC114874399,0.0971826518874,0.7142724949419604
LOC114874402,1,1
LOC114874403,0.193405940165,1
LOC114874404,7.5152883916e-11,1.69244294578832e-7
LOC114874408,1,1
LOC114874410,1,1
LOC114874411,1,1
LOC114874420,1,1
LOC114874421,1,1
LOC114874422,1,1
LOC114874428,0.00763670481688,0.1829559494426996
LOC114874433,1,1
LOC114874434,0.568591620514,1
LOC114874435,1,1
LOC114874436,1,1
LOC114874442,1,1
LOC114874443,1,1
LOC114874444,0.00137722482897,0.04325737985537591
LOC114874446,0.512366465057,1
LOC114874448,1,1
LOC114874453,1,1
LOC114874456,0.311829407604,1
LOC114874461,0.7942460784,1
LOC114874463,0.965181449391,1
LOC114874464,1,1
LOC114874465,0.133079157266,0.8377889009547264
LOC114874474,0.00380842422755,0.15342840775257835
LOC114874476,0.760221858358,1
LOC114874477,0.0143987164681,0.32357931872359424
LOC114874478,0.50842296235,1
LOC114874480,1,1
LOC114874490,0.0080805527387,0.16927628765978137
LOC114874495,1,1
LOC114874500,1,1
LOC114874502,0.0787294917311,0.8652380638378686
LOC114874506,0.247463589779,1
LOC114874507,0.0683601342483,0.5428598896188529
LOC114874513,0.0185313728054,0.3643951789442792
LOC114874514,0.319942460312,1
LOC114874515,1,1
LOC114874516,0.00154325266153,0.09344179268891216
LOC114874521,1,1
LOC114874522,5.70800004912e-5,0.0035856618490381
LOC114874523,1,1
LOC114874524,0.267593409426,0.8976070189969223
LOC114874527,0.574416362755,1
LOC114874528,1,1
LOC114874529,0.790976573442,1
LOC114874532,0.221476909129,1
LOC114874534,0.112485791714,0.7794400090459322
LOC114874537,0.0577416315283,0.5883898380168852
LOC114874539,0.465660824641,1
LOC114874540,0.00286515083208,0.13425568473441532
LOC114874543,1,1
LOC114874544,1,1
LOC114874549,1,1
LOC114874551,1,1
LOC114874552,1,1
LOC114874561,1,1
LOC114874562,0.122423535777,0.7726093105926573
LOC114874570,1,1
LOC114874572,0.407514837389,1
LOC114874574,0.00175920686305,0.06106960967445001
LOC114874575,0.269282955896,1
LOC114874576,0.0560153367043,0.5760115902195598
LOC114874577,1,1
LOC114874583,1,1
LOC114874586,1,1
LOC114874587,0.0497470038728,0.5047235424145438
LOC114874588,0.691326406431,1
LOC114874589,1,1
LOC114874590,0.0783643291307,0.5877324684802501
LOC114874596,1,1
LOC114874601,0.557504200048,1
LOC114874602,1,1
LOC114874604,0.0542085287969,0.4842489028237883
LOC114874605,0.00363062629592,0.10990336550022237
LOC114874607,1,1
LOC114874609,0.0483530621336,0.6416577525492931
LOC114874611,0.770913554454,1
LOC114874612,1,1
LOC114874614,0.0100114235902,0.26388583047581354
LOC114874619,0.476540505754,1
LOC114874620,1,1
LOC114874626,1,1
LOC114874628,0.396822399627,1
LOC114874630,0.923844592735,1
LOC114874636,1,1
LOC114874639,0.114949607516,0.7477776171662264
LOC114874644,0.235574840123,1
LOC114874647,7.67890067926e-4,0.04117353411831791
LOC114874648,0.296245133045,1
LOC114874649,0.202402135025,1
LOC114874650,1,1
LOC114874653,0.0153703821363,0.3374232161948576
LOC114874658,0.601802799078,1
LOC114874667,1,1
LOC114874669,0.057029660865,0.7095950458287288
LOC114874670,1,1
LOC114874671,0.369862683206,1
LOC114874673,1,1
LOC114874676,0.332759360874,1
LOC114874677,0.0332484104892,0.5003923646973676
LOC114874680,0.192811195116,1
LOC114874684,0.106992769796,0.7403731092108263
LOC114874688,0.209726234186,1
LOC114874689,1,1
LOC114874694,0.00870879967941,0.18968190521251535
LOC114874696,0.266941032612,1
LOC114874699,1,1
LOC114874701,0.159366683759,1
LOC114874704,0.591979065384,1
LOC114874705,0.0845914553286,0.692588834481505
LOC114874706,0.378496342374,1
LOC114874707,1,1
LOC114874708,0.788343916808,1
LOC114874710,0.133313556552,1
LOC114874712,1,1
LOC114874715,1,1
LOC114874717,1.41944107746e-4,0.018108012602454
LOC114874720,1,1
LOC114874721,0.844134165689,1
LOC114874722,0.0108885965283,0.2380691202109864
LOC114874723,0.531799001547,1
LOC114874725,1,1
LOC114874727,1,1
LOC114874734,1,1
LOC114874744,1,1
LOC114874749,0.00140451013581,0.08861980005788453
LOC114874752,1,1
LOC114874753,1,1
LOC114874760,0.88923023026,1
LOC114874762,1,1
LOC114874763,0.00336889855187,0.11156999321781236
LOC114874764,1,1
LOC114874767,0.884841832261,1
LOC114874768,0.766408453043,1
LOC114874769,1,1
LOC114874773,7.39620739409e-4,0.05099088858694731
LOC114874774,0.615842721254,1
LOC114874777,0.351040108614,1
LOC114874782,0.718595732551,1
LOC114874783,1,1
LOC114874788,1,1
LOC114874790,1,1
LOC114874791,0.0262095808645,0.3122023602977206
LOC114874798,0.428714693809,1
LOC114874799,0.384451778699,1
LOC114874801,0.0474597887293,0.536031247160724
LOC114874806,0.0065357087920099996,0.16935224805015972
LOC114874810,0.0712210018656,0.6441353261097639
LOC114874812,0.0197513190088,0.3728484705461188
LOC114874813,0.30817818341,1
LOC114874814,0.516864354366,1
LOC114874816,1,1
LOC114874822,1,1
LOC114874823,0.0277508767441,0.40846388514845233
LOC114874830,0.10073344771,0.7511646498109933
LOC114874835,0.0946490185097,0.9040919227320424
LOC114874836,1,1
LOC114874838,0.177985919735,0.9093405073855992
LOC114874841,0.320989365456,1
LOC114874844,0.952199753183,1
LOC114874846,0.443660541382,1
LOC114874850,0.346387104691,1
LOC114874851,1,1
LOC114874852,0.207090116807,1
LOC114874854,0.0864485815787,0.9023156058301276
LOC114874859,1,1
LOC114874861,0.210416133309,1
LOC114874863,0.0803662929678,0.6436511176703623
LOC114874866,1,1
LOC114874868,0.201956707654,1
LOC114874875,0.00423170874804,0.12539221184981686
LOC114874879,1,1
LOC114874880,0.0680264025295,0.5428598896188529
LOC114874886,0.281785345311,1
LOC114874887,0.800185453517,1
LOC114874895,1,1
LOC114874898,1,1
LOC114874905,0.612280884628,1
LOC114874907,1,1
LOC114874908,5.46629791682e-4,0.05643098490067146
LOC114874909,0.620062823262,1
LOC114874915,1,1
LOC114874916,0.321736942447,1
LOC114874917,0.0655635043317,0.6240186957891781
LOC114874918,0.0386681916467,0.4292775349577494
LOC114874919,1,1
LOC114874921,1,1
LOC114874925,1,1
LOC114874926,0.498587266124,1
LOC114874928,1,1
LOC114874929,1,1
LOC114874931,1,1
LOC114874932,1,1
LOC114874935,1,1
LOC114874937,0.313234474706,1
LOC114874944,1,1
LOC114874945,1,1
LOC114874946,1,1
LOC114874950,0.00252891245115,0.12621315070745603
LOC114874953,0.021349831969,0.3918287217199528
LOC114874954,1,1
LOC114874957,0.454672473217,1
LOC114874958,1,1
LOC114874959,0.00207351600772,0.06734661864809625
LOC114874962,0.138579801191,1
LOC114874965,0.0854432937958,0.6693058014004334
LOC114874966,1.74926059824e-4,0.019526121427854
LOC114874968,1,1
LOC114874969,0.343000717028,1
LOC114874970,0.31609719809,1
LOC114874971,0.415681922492,1
LOC114874973,0.320510292745,0.9409172630911512
LOC114874976,0.959731874595,1
LOC114874980,1,1
LOC114874985,0.00942937768835,0.2172155556277576
LOC114874989,0.0165415583755,0.24053692524541073
LOC114874990,1,1
LOC114874991,1,1
LOC114874992,1,1
LOC114874993,0.398046579648,1
LOC114874994,1,1
LOC114874995,0.143946811121,0.8690836960978339
LOC114874996,0.673815693481,1
LOC114874999,0.00411118063497,0.10406425982267813
LOC114875000,0.110073442689,0.5999196026638978
LOC114875001,0.0520097681769,0.552775450442066
LOC114875003,0.113583862644,0.762634506324
LOC114875008,1,1
LOC114875012,1,1
LOC114875014,0.348003262088,1
LOC114875015,0.438279815877,1
LOC114875016,0.0821151868012,0.692588834481505
LOC114875018,1,1
LOC114875021,0.0482774102757,0.4097271417519107
LOC114875024,1,1
LOC114875030,1,1
LOC114875032,0.13326297598,0.815094777740685
LOC114875033,0.519779162696,1
LOC114875034,0.83457868178,1
LOC114875035,1,1
LOC114875043,1,1
LOC114875044,1,1
LOC114875045,1,1
LOC114875046,1,1
LOC114875047,0.157387621165,0.7773412996564024
LOC114875050,0.384210948409,1
LOC114875052,0.283866152491,1
LOC114875058,0.0055270659167,0.1859286997442324
LOC114875061,0.0443668209937,0.6088536765695426
LOC114875062,1,1
LOC114875063,0.169993614044,0.8131584293837009
LOC114875067,0.00958964831671,0.2014954340428713
LOC114875068,0.70488937703,1
LOC114875070,0.0257600613573,0.43865135409196154
LOC114875071,0.00439514046417,0.12660840111302613
LOC114875074,0.15260504175,0.766178205480372
LOC114875075,6.69896800032e-7,0.0014753360526038
LOC114875078,1,1
LOC114875080,1,1
LOC114875090,0.839067428823,1
LOC114875096,0.02723785736,0.4522262769328711
LOC114875097,0.375428172579,1
LOC114875100,0.120676475085,1
LOC114875104,1,1
LOC114875105,1,1
LOC114875107,0.219960203476,1
LOC114875113,0.244467570499,1
LOC114875120,0.819164398722,1
LOC114875121,0.55990882131,1
LOC114875124,0.468291344598,1
LOC114875128,0.0131675283267,0.30633049174122146
LOC114875132,1,1
LOC114875135,1,1
LOC114875138,0.814853898436,1
LOC114875139,1,1
LOC114875140,0.0017711902439,0.07525887602382642
LOC114875144,1,1
LOC114875148,1,1
LOC114875153,0.982481944357,1
LOC114875154,1,1
LOC114875157,0.286202132689,0.9123987818581544
LOC114875159,1,1
LOC114875165,1,1
LOC114875166,1,1
LOC114875167,0.122241186324,0.731640597949064
LOC114875169,0.034597821003,0.3655335001621304
LOC114875179,5.18972040453e-5,0.01147857670896785
LOC114875180,0.00892424540022,0.17488642195592422
LOC114875181,0.959757830206,1
LOC114875182,0.58918017844,1
LOC114875184,1,1
LOC114875185,0.224879981981,1
LOC114875186,1,1
LOC114875187,0.571910822979,1
LOC114875189,1,1
LOC114875190,0.322468385793,1
LOC114875193,0.344789179359,1
LOC114875196,0.106214577811,0.763536343577918
LOC114875198,0.926801005758,1
LOC114875199,0.15282085048,0.8664699649437461
LOC114875205,0.0170586962632,0.31748912384071404
LOC114875206,1,1
LOC114875207,0.172900621267,1
LOC114875208,0.147739182471,1
LOC114875209,6.67911086412e-4,0.06110861087027015
LOC114875212,0.188233695556,1
LOC114875213,0.0497696959888,0.5440842493532894
LOC114875215,0.347810695016,1
LOC114875224,1,1
LOC114875225,0.376367667237,1
LOC114875226,1.57895794861e-6,9.4000629873915e-4
LOC114875228,1,1
LOC114875230,0.0279503462673,0.4571310888751856
LOC114875231,1,1
LOC114875232,0.820342153855,1
LOC114875233,5.27693625558e-4,0.02921389162209391
LOC114875236,1.92468541895e-5,0.00720466521927797
LOC114875237,1,1
LOC114875243,0.119193870385,1
LOC114875246,1,1
LOC114875248,0.0547265753894,0.6926790873520418
LOC114875249,0.0135648422732,0.2270648562381
LOC114875258,0.214094617032,1
LOC114875260,0.647474115094,1
LOC114875262,0.481172341786,1
LOC114875265,1,1
LOC114875266,0.141426728954,0.7623562418239789
LOC114875269,0.49832154235,1
LOC114875270,2.8040301342e-5,0.00852240585848605
LOC114875273,0.0755870386642,0.6701653979203873
LOC114875274,0.00499409733753,0.12135656530197898
LOC114875275,0.450190055888,1
LOC114875278,0.358223342443,1
LOC114875279,1,1
LOC114875282,0.00616354139157,0.1559583731889398
LOC114875284,1,1
LOC114875287,1,1
LOC114875289,0.797820551144,1
LOC114875291,0.0194668337006,0.2543247628626774
LOC114875293,0.317612659194,1
LOC114875295,1,1
LOC114875307,0.675818710404,1
LOC114875311,3.00632672414e-5,0.00993140033319649
LOC114875315,0.935009015526,1
LOC114875316,1,1
LOC114875319,1,1
LOC114875322,0.636301447682,1
LOC114875326,0.282020286694,1
LOC114875329,1,1
LOC114875343,0.839299746837,1
LOC114875347,1,1
LOC114875351,0.404321014515,1
LOC114875352,0.00946372723912,0.1490103074612875
LOC114875354,0.33343766415,1
LOC114875356,1,1
LOC114875357,0.083456086477,0.8825470376851511
LOC114875359,1,1
LOC114875370,1,1
LOC114875371,0.00822000079994,0.16927628765978137
LOC114875374,0.379195897656,1
LOC114875378,0.0834844592597,0.5666124245102393
LOC114875383,1,1
LOC114875384,1,1
LOC114875385,1,1
LOC114875386,1,1
LOC114875388,4.18301913942e-4,0.02064618732385157
LOC114875389,0.108704389829,1
LOC114875390,0.0112000449732,0.2771486784192225
LOC114875394,0.00280896614119,0.08125937765585357
LOC114875398,1,1
LOC114875401,1,1
LOC114875402,0.0226194261476,0.3717505432987744
LOC114875404,1,1
LOC114875409,1,1
LOC114875418,0.849815446015,1
LOC114875420,0.631586964739,1
LOC114875422,0.651900889494,1
LOC114875424,1,1
LOC114875426,1,1
LOC114875430,0.0545053176059,0.5682684039281797
LOC114875432,0.778573260096,1
LOC114875436,0.82520694249,1
LOC114875439,1,1
LOC114875440,0.00315576945064,0.1310720675134943
LOC114875441,0.102964807698,0.6056561098946744
LOC114875444,0.910799092567,1
LOC114875447,0.928277596077,1
LOC114875453,0.349398598414,1
LOC114875463,0.729614410028,1
LOC114875464,0.5067688892,1
LOC114875467,1,1
LOC114875472,1,1
LOC114875474,0.00285979429939,0.13425568473441532
LOC114875477,0.186449790079,1
LOC114875478,1,1
LOC114875486,0.553268543928,1
LOC114875487,0.0219497426179,0.39515517568519154
LOC114875489,0.893861737745,1
