GeneID,minPval,minFDR
LOC114871659,0.606815886005,1
LOC114871664,0.20352682766,0.8866279503362903
LOC114871665,1,1
LOC114871673,2.39235087163e-4,0.01995397838115096
LOC114871677,0.287980518023,1
LOC114871680,1,1
LOC114871689,0.377242167061,1
LOC114871695,0.622228055869,1
LOC114871698,1,1
LOC114871699,1,1
LOC114871701,1,1
LOC114871703,1,1
LOC114871704,0.518486470063,1
LOC114871709,0.455134407689,1
LOC114871713,1,1
LOC114871715,0.173635994158,1
LOC114871716,0.00278930493996,0.10166731883201142
LOC114871717,0.0509700723725,0.6628118510662324
LOC114871718,1,1
LOC114871724,0.752671994359,1
LOC114871727,0.0594391512093,0.4433075850696613
LOC114871729,0.00759646787359,0.1298308817972895
LOC114871731,0.160662363647,1
LOC114871732,0.225878079662,1
LOC114871734,1.21554471581e-4,0.01669971432643584
LOC114871735,0.506794177443,1
LOC114871737,0.433115051593,1
LOC114871741,0.00660361832513,0.21077346026151647
LOC114871745,1,1
LOC114871750,0.00724898319179,0.2238038876082081
LOC114871751,0.624486731285,1
LOC114871753,0.493722474512,1
LOC114871756,1,1
LOC114871758,2.96720371408e-4,0.02155529923905858
LOC114871759,0.452378998018,1
LOC114871763,0.0250795487928,0.3857861023467892
LOC114871764,1,1
LOC114871774,0.258958021676,1
LOC114871775,0.121215801901,0.8028764290619177
LOC114871776,0.010574825818,0.27080571387413177
LOC114871777,1,1
LOC114871778,1,1
LOC114871780,0.283576651214,1
LOC114871782,0.0150258244848,0.2282047093629
LOC114871784,0.159798960591,0.7828860367663911
LOC114871785,0.00506820950255,0.17906770151522913
LOC114871786,1,1
LOC114871787,1,1
LOC114871790,0.310305247249,1
LOC114871791,9.66950105161e-4,0.03421486003434238
LOC114871792,0.241876309305,1
LOC114871798,0.00230209513249,0.11882767609657369
LOC114871800,1,1
LOC114871801,0.822488241552,1
LOC114871802,1,1
LOC114871803,1,1
LOC114871806,1,1
LOC114871807,0.803468639645,1
LOC114871810,0.14078620606,0.7623562418239789
LOC114871813,0.490204031854,1
LOC114871814,0.445120920078,1
LOC114871815,1,1
LOC114871823,0.0759309698166,0.5766008020448062
LOC114871825,1,1
LOC114871826,0.0307547937594,0.34922499455767286
LOC114871830,0.946642459134,1
LOC114871832,1,1
LOC114871833,0.913417375147,1
LOC114871836,0.870203729561,1
LOC114871838,1,1
LOC114871841,5.60676482232e-5,0.01147857670896785
LOC114871843,0.735359478472,1
LOC114871844,0.0289080547408,0.3773766415233783
LOC114871845,0.58335213454,1
LOC114871846,0.108447741557,1
LOC114871847,1,1
LOC114871851,0.0101697683156,0.1490103074612875
LOC114871854,0.182485841858,0.9953208632142254
LOC114871858,1,1
LOC114871859,1,1
LOC114871861,0.310754176453,1
LOC114871862,7.37826478972e-4,0.03447919892119154
LOC114871867,0.290672047954,1
LOC114871868,0.825514632652,1
LOC114871872,0.00112921023292,0.06307933724958813
LOC114871873,0.0247707276111,0.34835054734980003
LOC114871874,1,1
LOC114871875,0.0595386806425,0.5906656775634802
LOC114871879,1,1
LOC114871880,0.413545397904,1
LOC114871883,0.0615939904462,0.7426122169307362
LOC114871884,1,1
LOC114871887,1,1
LOC114871889,1,1
LOC114871890,1,1
LOC114871895,1,1
LOC114871896,1,1
LOC114871897,0.0891893012757,0.6836709851484343
LOC114871905,0.658557840422,1
LOC114871907,0.00103981484909,0.03421486003434238
LOC114871908,1,1
LOC114871909,1,1
LOC114871910,1,1
LOC114871916,0.00305382901467,0.11071997546027525
LOC114871917,0.785136149808,1
LOC114871918,0.0565453741375,0.5315265168925001
LOC114871919,0.00254106854091,0.06426222916284714
LOC114871920,4.09931243321e-5,0.01128506551925769
LOC114871928,1,1
LOC114871930,0.00469258427842,0.17716516758583395
LOC114871933,0.135321665738,1
LOC114871940,1,1
LOC114871945,0.109212811519,0.7706734416502126
LOC114871947,1,1
LOC114871948,0.139349546998,1
LOC114871950,1,1
LOC114871951,0.0907012517575,0.5646357204002929
LOC114871953,1,1
LOC114871956,0.740101841435,1
LOC114871957,1,1
LOC114871961,0.842008169441,1
LOC114871972,0.0616998859197,0.5618783546638447
LOC114871975,0.00168920377529,0.04863499203022458
LOC114871976,0.373098843748,1
LOC114871977,1,1
LOC114871978,1,1
LOC114871984,0.00345147022067,0.14342052671677163
LOC114871989,0.0949965668107,0.7128733963189504
LOC114871994,0.251824438939,1
LOC114871997,0.20689983716,1
LOC114872001,1,1
LOC114872008,2.72462764483e-5,0.00947453413125884
LOC114872010,0.117113546458,0.7285472396798508
LOC114872014,0.00295304008681,0.10790927636119302
LOC114872016,0.4705196803,1
LOC114872021,0.143034343157,0.8658960773913011
LOC114872026,0.72709279853,1
LOC114872027,1,1
LOC114872028,1.01571622521e-4,0.01301952161598589
LOC114872029,0.617370073983,1
LOC114872030,0.153586243045,0.7679312152249999
LOC114872033,0.422840942823,1
LOC114872041,0.84063092856,1
LOC114872042,1,1
LOC114872043,1,1
LOC114872051,0.00651508808729,0.15006950196565
LOC114872052,0.0184446295731,0.3321515524434791
LOC114872055,1,1
LOC114872059,0.533925516425,1
LOC114872066,1,1
LOC114872070,0.10021966551,0.7217432362937903
LOC114872071,0.701264092978,1
LOC114872072,0.0510659740496,0.552775450442066
LOC114872078,5.35805655399e-8,5.41124035299156e-5
LOC114872080,1,1
LOC114872084,1,1
LOC114872085,0.213120739794,0.9065633376648776
LOC114872087,0.0039021957547,0.0869812021450871
LOC114872090,1,1
LOC114872092,0.595228215138,1
LOC114872093,1,1
LOC114872094,0.0183914045229,0.24923916403515
LOC114872097,0.104461711916,0.7613196609541489
LOC114872098,1,1
LOC114872100,1,1
LOC114872102,0.283956516318,1
LOC114872107,0.182483088648,0.9953208632142254
LOC114872109,0.111799228383,1
LOC114872113,0.279359621378,0.910322920449244
LOC114872114,0.0369751026099,0.4677973656039034
LOC114872117,0.686989591754,1
LOC114872118,0.296338560362,1
LOC114872122,0.129568564176,0.8336595923897778
LOC114872123,1,1
LOC114872127,1,1
LOC114872130,0.0590056434343,0.5898099403062
LOC114872131,0.327683569035,1
LOC114872133,1,1
LOC114872134,0.762799844055,1
LOC114872136,0.585553704261,1
LOC114872137,0.436685109488,1
LOC114872141,1,1
LOC114872149,0.610299430877,1
LOC114872158,1,1
LOC114872159,0.01218306294,0.29164310450934783
LOC114872160,1,1
LOC114872164,0.416029869035,1
LOC114872165,0.397261279659,0.9885700571631972
LOC114872166,0.840852919872,1
LOC114872167,0.390675872338,1
LOC114872168,0.0101143760452,0.19201510773309377
LOC114872170,0.329054128134,1
LOC114872172,0.00361516203436,0.14744058988281802
LOC114872174,0.20065593402,0.9566628188698982
LOC114872175,0.0584548861108,0.5437522218431708
LOC114872179,0.0086972550047,0.20402310698525417
LOC114872180,0.0432763525419,0.505006169148899
LOC114872183,1,1
LOC114872184,0.0235210692662,0.29768853290034375
LOC114872185,0.0463659316211,0.44710005491775
LOC114872190,0.410473843516,1
LOC114872191,0.116776809148,0.7285472396798508
LOC114872195,0.495914942457,1
LOC114872196,1,1
LOC114872198,0.468323792552,1
LOC114872202,0.00788872840362,0.1870043827889709
LOC114872205,0.0198758700371,0.3741306932624493
LOC114872208,1,1
LOC114872215,0.00618498681083,0.2003147444076167
LOC114872221,0.0496257820293,0.4097271417519107
LOC114872223,0.0805095231025,0.5964577473752286
LOC114872225,0.526361683001,1
LOC114872227,0.0614206034014,0.5205564517367812
LOC114872229,1,1
LOC114872230,0.0789867838969,0.6841470666762262
LOC114872231,1,1
LOC114872232,1,1
LOC114872233,0.01378400557,0.2270648562381
LOC114872234,0.500673913658,1
LOC114872235,0.644485662843,1
LOC114872237,1,1
LOC114872240,0.00602635137532,0.1331275803820691
LOC114872241,0.634393320233,1
LOC114872242,9.26659644944e-5,0.01301952161598589
LOC114872247,0.533512577672,1
LOC114872248,0.693855390993,1
LOC114872254,0.483429898413,1
LOC114872257,1,1
LOC114872263,1,1
LOC114872270,0.333761858842,1
LOC114872273,0.886554713315,1
LOC114872277,0.376456055627,1
LOC114872284,0.224635160746,1
LOC114872287,1,1
LOC114872288,0.033986704484,0.5062731775141502
LOC114872295,0.0036137383242,0.14744058988281802
LOC114872297,0.519650479162,1
LOC114872298,1,1
LOC114872300,0.261920524075,1
LOC114872301,1,1
LOC114872302,1,1
LOC114872303,0.918063689155,1
LOC114872305,0.103249314879,0.7317590332297381
LOC114872309,1,1
LOC114872310,1,1
LOC114872320,0.333316150845,0.9478249392341356
LOC114872330,1,1
LOC114872335,0.115122343018,1
LOC114872336,1,1
LOC114872342,0.946391141696,1
LOC114872345,0.037309149371,0.5393064986550917
LOC114872352,0.659600887909,1
LOC114872354,0.214520681132,1
LOC114872355,0.032199995895,0.4879481029318004
LOC114872358,0.0222215483564,0.3717505432987744
LOC114872359,1,1
LOC114872364,0.550283616395,1
LOC114872365,0.910711947163,1
LOC114872367,0.00913280542479,0.19652036733343303
LOC114872368,1,1
LOC114872369,0.729324196547,1
LOC114872370,1,1
LOC114872371,1,1
LOC114872377,1,1
LOC114872379,0.00935115079312,0.2580912824367687
LOC114872382,0.432169410672,1
LOC114872383,0.168242062522,1
LOC114872388,1,1
LOC114872389,0.0743384497263,0.5188673612209423
LOC114872390,0.288668291907,1
LOC114872396,0.752782162209,1
LOC114872401,1.16430938168e-6,2.0113444568522e-4
LOC114872402,0.609908926937,1
LOC114872407,0.00498828422596,0.17906770151522913
LOC114872411,0.0476049064974,0.536031247160724
LOC114872424,1,1
LOC114872425,0.0326877938874,0.4932420581773662
LOC114872426,1,1
LOC114872429,0.0400066403827,0.566004010724837
LOC114872432,0.225547124825,1
LOC114872433,1,1
LOC114872437,0.939861027627,1
LOC114872439,1,1
LOC114872440,1,1
LOC114872442,8.55540269038e-5,0.01389086291365334
LOC114872446,0.109933773737,0.7142755887190106
LOC114872447,1,1
LOC114872448,0.479967020218,1
LOC114872450,1,1
LOC114872454,0.251107474395,1
LOC114872456,1,1
LOC114872459,0.12052509891,0.7285472396798508
LOC114872465,1,1
LOC114872466,1,1
LOC114872468,0.351360935098,1
LOC114872479,0.323479308024,1
LOC114872480,1,1
LOC114872482,1,1
LOC114872483,0.146608541273,0.6870805020598726
LOC114872486,0.2989045462,1
LOC114872488,1,1
LOC114872493,0.704662599042,1
LOC114872494,0.736440600092,1
LOC114872504,1,1
LOC114872507,0.342073821312,1
LOC114872510,0.0157800333216,0.3396048213544339
LOC114872511,1,1
LOC114872513,0.468032684085,1
LOC114872515,0.692500609307,1
LOC114872518,0.00124296987947,0.050340280118535
LOC114872522,1,1
LOC114872528,1,1
LOC114872532,0.389627444168,1
LOC114872534,1,1
LOC114872535,0.420532931712,1
LOC114872536,0.0464179206222,0.625884084797705
LOC114872542,0.00795972107324,0.1490103074612875
LOC114872546,0.0409819386486,0.5761014226623409
LOC114872547,0.218541093133,0.9093405073855992
LOC114872549,1,1
LOC114872557,0.0183089180446,0.24923916403515
LOC114872562,0.0900183102758,0.9192441669122264
LOC114872564,1,1
LOC114872567,1,1
LOC114872569,0.695863803009,1
LOC114872570,1,1
LOC114872571,1,1
LOC114872572,1,1
LOC114872577,1,1
LOC114872578,0.8877061373,1
LOC114872579,0.00299609840743,0.10790927636119302
LOC114872583,1.06853124047e-4,0.01301952161598589
LOC114872585,1,1
LOC114872587,1,1
LOC114872589,1,1
LOC114872592,1,1
LOC114872594,1,1
LOC114872604,1,1
LOC114872605,0.561270526534,1
LOC114872606,0.00829959195328,0.23945591281799547
LOC114872610,1.40566248575e-4,0.01507405675194762
LOC114872612,0.248415589355,1
LOC114872613,0.0228719734581,0.3717505432987744
LOC114872616,0.521679627335,1
LOC114872619,1,1
LOC114872625,0.0253536159624,0.3857861023467892
LOC114872627,0.36687118647,1
LOC114872633,0.699537265522,1
LOC114872638,0.370733815666,1
LOC114872640,0.0350880088279,0.5163173147570943
LOC114872641,0.177085196673,0.7416113387941999
LOC114872646,1,1
LOC114872647,1,1
LOC114872648,1,1
LOC114872652,0.476996295284,1
LOC114872656,1,1
LOC114872660,1,1
LOC114872663,0.676042896631,1
LOC114872666,0.077442937255,0.6277704826839892
LOC114872671,0.505114841002,1
LOC114872674,0.892212041561,1
LOC114872675,0.0475689877079,0.536031247160724
LOC114872679,1,1
LOC114872682,1,1
LOC114872686,0.129169467465,0.803821145966864
LOC114872687,1,1
LOC114872691,0.20956139215,1
LOC114872693,0.42462341099,1
LOC114872695,1,1
LOC114872696,0.415795481257,1
LOC114872697,0.103285142473,0.7613196609541489
LOC114872699,0.0388232548373,0.4292775349577494
LOC114872700,0.0588297570113,0.5898099403062
LOC114872701,0.369717644174,1
LOC114872702,6.75182169446e-4,0.06110861087027015
LOC114872703,0.0703070023827,0.8050578245103968
LOC114872704,0.140709357409,0.8565206713395471
LOC114872708,1,1
LOC114872712,2.82612518367e-4,0.0212147797120828
LOC114872716,0.0567785992027,0.5812063882021836
LOC114872717,1,1
LOC114872718,0.0252007049395,0.4358666427625039
LOC114872720,1,1
LOC114872722,1,1
LOC114872723,1,1
LOC114872724,0.374071748234,1
LOC114872731,0.767547786023,1
LOC114872734,1,1
LOC114872735,1,1
LOC114872736,0.109514793371,1
LOC114872740,1,1
LOC114872741,0.00259535041358,0.12701837172239305
LOC114872744,0.315652428058,1
LOC114872747,1,1
LOC114872754,0.885116197471,1
LOC114872769,0.302187545063,1
LOC114872770,0.197707144388,1
LOC114872774,0.699490292228,1
LOC114872775,0.480456570793,1
LOC114872777,1,1
LOC114872788,1,1
LOC114872789,0.135441300455,0.8397666688668572
LOC114872790,1,1
LOC114872791,0.472539860156,1
LOC114872792,0.0110803092708,0.15006950196565
LOC114872794,1,1
LOC114872799,0.0910876375282,0.7193974350043888
LOC114872805,0.628723425209,1
LOC114872807,0.744761749384,1
LOC114872809,0.0496166816764,0.5440842493532894
LOC114872810,0.233251976611,1
LOC114872813,1,1
LOC114872815,0.0119025975626,0.28610340177337096
LOC114872817,1,1
LOC114872818,1,1
LOC114872820,0.294034197018,1
LOC114872821,0.137635837707,0.9409172630911512
LOC114872824,0.0045028501223,0.17196722981523757
LOC114872825,0.0667859941586,0.7854843691754376
LOC114872826,0.733469217222,1
LOC114872827,0.865547909831,1
LOC114872828,0.786768616194,1
LOC114872830,0.13310512507,0.815094777740685
LOC114872834,0.465624284947,1
LOC114872836,0.233873962447,0.9567571191013636
LOC114872839,1,1
LOC114872841,0.811983908952,1
LOC114872842,1,1
LOC114872843,0.557143985351,1
LOC114872845,1,1
LOC114872846,0.094118960043,0.6546479994688731
LOC114872849,0.233093055164,1
LOC114872851,0.792911463207,1
LOC114872858,0.753530103758,1
LOC114872860,0.118710781094,1
LOC114872862,0.0333980719314,0.35910316280222127
LOC114872864,0.280849576025,1
LOC114872869,1,1
LOC114872871,0.602400805818,1
LOC114872872,0.871781878117,1
LOC114872873,0.908006391489,1
LOC114872876,1,1
LOC114872879,1,1
LOC114872885,1,1
LOC114872891,1,1
LOC114872893,0.674121064752,1
LOC114872897,0.0641985640489,0.5761740471926402
LOC114872898,0.00554381017854,0.1859286997442324
LOC114872901,0.148158127042,0.7627632387967371
LOC114872902,1,1
LOC114872903,0.210475021427,1
LOC114872905,0.766770242816,1
LOC114872909,1,1
LOC114872913,0.504091296674,1
LOC114872914,0.174740803471,1
LOC114872919,0.00268743193583,0.13055781470609418
LOC114872922,1,1
LOC114872923,1,1
LOC114872924,0.706293565482,1
LOC114872925,0.416198386442,1
LOC114872926,0.672573593551,1
LOC114872930,1,1
LOC114872931,1,1
LOC114872934,1,1
LOC114872937,0.0061419133812,0.1559583731889398
LOC114872939,1.01938651964e-8,3.3675433676307395e-5
LOC114872942,0.30056570561,1
LOC114872945,0.515447111217,1
LOC114872946,0.252554560313,1
LOC114872947,0.0160929768466,0.3158679408373357
LOC114872949,0.137751832522,0.8283662386676498
LOC114872953,0.753126626512,1
LOC114872955,1,1
LOC114872965,0.180547182815,0.8437108735393269
LOC114872966,1,1
LOC114872977,0.78277718772,1
LOC114872978,0.719298483328,1
LOC114872983,0.716030634275,1
LOC114872985,0.0620126603888,0.7449411767069121
LOC114872986,0.481837493048,1
LOC114872989,0.302268343742,1
LOC114872991,0.245372702989,1
LOC114872993,1,1
LOC114873000,0.0284075290799,0.4100881762047103
LOC114873001,2.04399360101e-4,0.03001036827082904
LOC114873002,0.763321060124,1
LOC114873003,0.218004146736,0.9093405073855992
LOC114873006,1,1
LOC114873008,1,1
LOC114873011,1,1
LOC114873022,0.673351378337,1
LOC114873023,0.305248818663,1
LOC114873027,0.681262804589,1
LOC114873032,0.0148700538795,0.3307961144170252
LOC114873034,1,1
LOC114873036,0.5723495779,1
LOC114873041,1,1
LOC114873042,0.0120071617225,0.22704106911312005
LOC114873046,0.71652424095,1
LOC114873048,1,1
LOC114873053,1,1
LOC114873055,0.00181873308065,0.07584790551155185
LOC114873056,0.174600178569,0.9244602832761066
LOC114873057,0.255398799774,1
LOC114873062,1,1
LOC114873063,1,1
LOC114873065,0.0257321435646,0.3889180356206658
LOC114873066,0.111865779529,1
LOC114873067,0.0246792442431,0.43058646883249074
LOC114873068,0.0257142375218,0.3122023602977206
LOC114873069,0.600412568556,1
LOC114873072,0.998239859333,1
LOC114873073,0.066743332468,0.7423418624118527
LOC114873075,0.959749903932,1
LOC114873079,0.126947899442,0.6646124727956835
LOC114873082,0.751673954703,1
LOC114873084,1,1
LOC114873087,0.682978098359,1
LOC114873088,0.032792322201100003,0.39306770101452754
LOC114873089,0.708533655966,1
