Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia	Total
OG0009178	2	1	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	3	0	1	13
OG0009179	1	0	0	2	0	0	0	0	1	2	2	2	0	0	0	1	0	0	0	2	0	13
OG0009180	1	1	1	1	0	2	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	13
OG0009181	1	1	1	1	0	3	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	13
OG0009182	0	5	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009183	0	5	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009184	0	1	1	0	0	2	2	2	1	0	0	0	1	1	1	0	0	0	1	0	0	13
OG0009185	0	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009186	0	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009187	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009188	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009189	0	4	2	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	13
OG0009190	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	13
OG0009191	0	7	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009192	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	13
OG0009193	0	10	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009194	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OG0009195	0	3	1	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	13
OG0009196	0	2	2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	2	0	13
OG0009197	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	13
OG0009198	0	1	2	0	0	5	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	13
OG0009199	0	1	0	0	1	0	2	0	1	0	0	2	0	0	1	1	0	1	2	0	1	13
OG0009200	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	13
OG0009201	0	6	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	13
OG0009202	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	13
OG0009203	0	3	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	13
OG0009204	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	13
OG0009205	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	13
OG0009206	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	13
OG0009207	0	0	1	1	0	0	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	13
OG0009208	0	0	0	3	2	1	1	0	1	1	2	0	1	0	1	0	0	0	0	0	0	13
OG0009209	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	13
OG0009210	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	13
OG0009211	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	13
OG0009212	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	13
OG0009213	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	13
OG0009214	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	2	0	1	1	0	1	13
OG0009215	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	13
OG0009216	0	0	0	1	1	0	1	0	1	2	1	1	0	1	1	1	1	0	0	0	1	13
OG0009217	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	13
OG0009218	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0009219	0	0	0	1	1	0	1	0	1	1	1	1	1	0	3	1	1	0	0	0	0	13
OG0009220	0	0	0	1	1	2	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	13
OG0009221	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	13
OG0009222	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	13
OG0009223	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0009224	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	13
OG0009225	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	13
OG0009226	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	13
OG0009227	0	0	0	1	1	0	1	0	0	1	1	1	2	1	0	1	1	1	1	0	0	13
OG0009228	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	13
OG0009229	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	13
OG0009230	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	13
OG0009231	0	0	0	1	1	0	1	0	0	1	2	1	1	0	0	1	1	1	1	0	1	13
OG0009232	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0009233	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	13
OG0009234	0	0	0	2	1	0	1	0	0	3	0	2	1	0	0	1	1	0	0	1	0	13
OG0009235	0	0	0	1	2	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	13
OG0009236	0	0	0	1	4	0	1	0	1	2	0	0	1	0	0	0	0	1	1	0	1	13
OG0009237	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0009238	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	2	1	0	1	0	0	13
OG0009239	0	0	0	1	1	1	2	0	0	1	1	1	1	0	0	1	0	1	1	0	1	13
OG0009240	0	0	0	1	1	0	1	0	0	1	0	2	1	2	0	1	1	0	2	0	0	13
OG0009241	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	13
OG0009242	0	0	0	1	3	0	2	0	0	1	0	1	1	0	0	1	2	0	1	0	0	13
OG0009243	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	13
OG0009244	0	0	0	1	2	0	0	0	2	1	1	1	0	1	0	1	0	1	1	0	1	13
OG0009245	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	13
OG0009246	0	0	0	2	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	13
OG0009247	0	0	0	1	2	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	13
OG0009248	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	13
OG0009249	0	0	0	1	1	0	1	0	1	0	0	2	1	0	1	1	1	1	1	0	1	13
OG0009250	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	2	1	1	0	0	1	13
OG0009251	0	0	0	1	1	0	1	0	0	1	1	2	1	0	1	1	1	0	1	0	1	13
OG0009252	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	13
OG0009253	0	0	0	1	1	0	1	0	1	0	2	1	1	0	1	1	1	0	1	0	1	13
OG0009254	0	0	0	1	1	0	1	0	1	1	1	2	1	0	1	1	1	0	1	0	0	13
OG0009255	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	1	3	1	1	0	1	13
OG0009256	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	13
OG0009257	0	0	0	1	1	0	1	0	1	2	1	1	1	0	1	1	2	0	0	0	0	13
OG0009258	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	13
OG0009259	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0009260	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0009261	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	3	0	1	0	1	13
OG0009262	0	0	0	2	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0009263	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	13
OG0009264	0	0	0	1	1	0	1	0	0	1	1	3	1	0	2	1	1	0	0	0	0	13
OG0009265	0	0	0	1	3	0	1	0	0	0	0	1	1	2	1	1	1	0	1	0	0	13
OG0009266	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0009267	0	0	0	1	1	0	2	0	1	1	1	1	1	1	1	1	1	0	0	0	0	13
OG0009268	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	13
OG0009269	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0	2	0	2	1	1	1	13
OG0009270	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	13
OG0009271	0	0	0	2	2	0	0	0	0	0	1	1	1	0	0	1	3	0	1	0	1	13
OG0009272	0	0	0	1	0	0	2	0	1	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0009273	0	0	0	1	3	0	1	0	1	1	1	1	0	0	0	2	1	0	1	0	0	13
OG0009274	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	13
OG0009275	0	0	0	1	1	0	2	0	1	0	1	1	1	0	1	1	1	0	1	0	1	13
OG0009276	0	0	0	1	1	0	1	0	1	1	1	1	1	0	2	1	1	0	0	0	1	13
OG0009277	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	13
OG0009278	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	13
OG0009279	0	0	0	1	1	0	0	0	1	2	1	1	2	0	2	1	1	0	0	0	0	13
OG0009280	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	13
OG0009281	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	13
OG0009282	0	0	0	0	1	0	2	0	1	1	1	1	1	1	1	0	1	1	0	0	1	13
OG0009283	0	0	0	0	1	0	1	0	1	1	1	1	2	0	1	2	1	0	1	0	0	13
OG0009284	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	13
OG0009285	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	13
OG0009286	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	2	0	1	13
OG0009287	0	0	0	0	2	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	13
OG0009288	0	0	0	0	1	1	2	0	1	1	1	0	0	0	0	0	1	2	1	1	1	13
OG0009289	0	0	0	0	1	0	1	0	0	0	0	0	9	1	0	0	0	0	0	0	1	13
OG0009290	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	13
OG0009291	0	0	0	0	2	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	13
OG0009292	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	13
OG0009293	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
OG0009294	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	13
OG0009295	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	2	1	0	2	13
OG0009296	0	0	0	0	0	0	1	0	1	0	1	1	2	0	2	1	1	0	1	0	2	13
OG0009297	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	6	0	1	13
OG0009298	0	0	0	0	0	0	1	0	1	0	0	3	1	1	1	1	1	0	1	0	2	13
OG0009299	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	7	2	0	13
OG0009300	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	10	0	0	0	0	13
OG0009301	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13
OG0009302	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13
OG0009303	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	13
OG0009304	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13
OG0009305	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13
OG0009306	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13
OG0009307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	13
OG0009308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13
OG0009309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13
OG0009310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13
OG0009311	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	12
OG0009312	1	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	12
OG0009313	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	2	1	12
OG0009314	1	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009315	1	3	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	12
OG0009316	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009317	3	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	3	0	12
OG0009318	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12
OG0009319	3	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	12
OG0009320	1	1	2	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	12
OG0009321	2	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12
OG0009322	3	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	3	0	12
OG0009323	1	0	0	2	1	0	0	0	2	1	1	0	0	0	1	0	0	1	1	0	1	12
OG0009324	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	12
OG0009325	3	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	2	0	1	0	0	12
OG0009326	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	12
OG0009327	5	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009328	1	2	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	12
OG0009329	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	12
OG0009330	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009331	1	3	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	1	0	12
OG0009332	1	0	0	2	2	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	12
OG0009333	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	3	1	12
OG0009334	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	12
OG0009335	1	1	1	1	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	1	1	12
OG0009336	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	12
OG0009337	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009338	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009339	0	4	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	12
OG0009340	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009341	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009342	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	12
OG0009343	0	1	0	1	2	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	12
OG0009344	0	3	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12
OG0009345	0	2	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	12
OG0009346	0	8	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	12
OG0009347	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	2	2	12
OG0009348	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009349	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009350	0	1	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	3	1	12
OG0009351	0	1	0	0	0	0	0	2	1	1	1	2	1	1	1	0	0	1	0	0	0	12
OG0009352	0	2	1	0	0	2	0	3	0	0	0	0	0	2	0	0	0	1	0	0	1	12
OG0009353	0	9	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009354	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	12
OG0009355	0	1	1	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	2	0	1	12
OG0009356	0	3	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	3	0	0	0	12
OG0009357	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009358	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	12
OG0009359	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009360	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009361	0	0	1	1	1	0	1	0	0	1	0	1	2	1	1	1	0	0	1	0	0	12
OG0009362	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	12
OG0009363	0	0	0	1	1	0	0	0	1	1	1	2	0	0	1	1	1	1	0	0	1	12
OG0009364	0	0	0	1	1	0	2	0	1	1	1	1	1	0	1	1	1	0	0	0	0	12
OG0009365	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	12
OG0009366	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	12
OG0009367	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	12
OG0009368	0	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	12
OG0009369	0	0	0	1	2	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	12
OG0009370	0	0	0	1	1	0	1	0	1	1	1	1	1	0	2	0	2	0	0	0	0	12
OG0009371	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	12
OG0009372	0	0	0	2	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	12
OG0009373	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	12
OG0009374	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	12
OG0009375	0	0	0	1	1	0	1	0	1	1	1	1	2	0	1	1	1	0	0	0	0	12
OG0009376	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	12
OG0009377	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	12
OG0009378	0	0	0	1	1	0	1	0	0	1	1	1	2	0	0	1	1	0	1	0	1	12
OG0009379	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	12
OG0009380	0	0	0	1	1	0	2	0	1	1	2	1	0	0	1	1	0	0	1	0	0	12
OG0009381	0	0	0	1	1	0	2	0	1	0	0	1	1	0	1	1	0	0	2	0	1	12
OG0009382	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	1	1	1	1	0	2	12
OG0009383	0	0	0	1	1	0	1	0	0	1	0	1	2	1	1	1	1	0	0	0	1	12
OG0009384	0	0	0	1	1	0	1	0	1	1	0	2	1	0	1	0	0	2	0	0	1	12
OG0009385	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	12
OG0009386	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	3	12
OG0009387	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	2	1	1	1	0	1	12
OG0009388	0	0	0	1	1	0	1	0	1	0	1	2	2	0	1	1	1	0	0	0	0	12
OG0009389	0	0	0	2	2	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	12
OG0009390	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	12
OG0009391	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	12
OG0009392	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	3	1	1	1	1	0	12
OG0009393	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	2	0	0	2	0	1	12
OG0009394	0	0	0	1	1	0	1	0	0	0	0	2	1	0	1	1	1	1	1	0	1	12
OG0009395	0	0	0	2	2	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	12
OG0009396	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	12
OG0009397	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	2	1	3	12
OG0009398	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	2	1	0	3	0	0	12
OG0009399	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	12
OG0009400	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	12
OG0009401	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	12
OG0009402	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	12
OG0009403	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	12
OG0009404	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	12
OG0009405	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	12
OG0009406	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	12
OG0009407	0	0	0	1	2	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	12
OG0009408	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	12
OG0009409	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	12
OG0009410	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	12
OG0009411	0	0	0	0	1	0	2	0	1	0	1	1	1	0	1	1	1	1	1	0	0	12
OG0009412	0	0	0	0	1	0	1	0	1	1	0	1	1	3	0	1	1	1	0	0	0	12
OG0009413	0	0	0	0	1	0	1	0	0	1	1	1	1	1	2	0	1	1	0	0	1	12
OG0009414	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	12
OG0009415	0	0	0	0	1	0	4	0	1	0	0	2	0	0	0	1	1	0	2	0	0	12
OG0009416	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009417	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009418	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009419	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	2	1	1	1	12
OG0009420	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009421	0	0	0	0	0	4	0	0	0	0	1	0	0	4	0	0	1	0	2	0	0	12
OG0009422	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	2	1	0	1	12
OG0009423	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009424	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	12
OG0009425	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	1	1	1	1	0	2	12
OG0009426	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	8	0	0	0	0	12
OG0009427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	3	0	0	0	0	12
OG0009428	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	12
OG0009429	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	12
OG0009430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	12
OG0009431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12
OG0009432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12
OG0009433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12
OG0009434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12
OG0009435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12
OG0009436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12
OG0009437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12
OG0009438	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0009439	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0009440	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	11
OG0009441	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0009442	5	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	11
OG0009443	1	1	1	0	0	0	1	1	1	1	0	1	0	0	2	0	0	1	0	0	0	11
OG0009444	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0009445	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0009446	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OG0009447	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	11
OG0009448	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	11
OG0009449	1	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	11
OG0009450	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11
OG0009451	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
OG0009452	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
