Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia	Total
OG0004418	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	24
OG0004419	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	24
OG0004421	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004422	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004423	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004424	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004425	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004426	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004427	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	24
OG0004428	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004429	1	4	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004430	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004431	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004432	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004433	1	1	0	1	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004434	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004435	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	15	1	1	24
OG0004436	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004437	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	24
OG0004438	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	3	1	24
OG0004439	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004440	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	24
OG0004441	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004442	1	1	1	1	2	1	0	1	1	1	1	1	2	1	1	2	1	2	1	1	1	24
OG0004443	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	24
OG0004444	4	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004445	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	24
OG0004446	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	24
OG0004447	1	1	1	1	1	1	1	1	1	1	1	2	1	0	2	1	1	1	2	1	2	24
OG0004448	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	24
OG0004449	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	24
OG0004450	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004451	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004452	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004453	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004454	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	24
OG0004455	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004456	1	0	0	1	2	0	0	0	1	1	1	2	1	3	4	1	1	1	2	1	1	24
OG0004457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	24
OG0004458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	24
OG0004459	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	24
OG0004460	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	24
OG0004461	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004462	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	24
OG0004463	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	24
OG0004464	1	0	3	1	2	1	1	1	1	1	1	1	1	1	2	0	2	0	2	2	0	24
OG0004465	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	24
OG0004466	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004467	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	24
OG0004468	1	1	1	1	1	1	2	0	1	1	1	1	2	1	1	1	1	1	3	1	1	24
OG0004469	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	24
OG0004470	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004471	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	24
OG0004472	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	24
OG0004473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	24
OG0004474	1	0	0	3	1	1	2	0	1	1	1	1	1	2	3	2	0	2	0	1	1	24
OG0004475	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004476	2	1	1	0	2	1	1	0	0	1	0	1	3	2	2	1	3	1	1	0	1	24
OG0004477	1	0	0	1	2	0	2	0	1	1	1	1	2	2	1	1	3	2	1	0	2	24
OG0004478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	24
OG0004479	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	24
OG0004480	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0004481	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	24
OG0004482	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	0	24
OG0004483	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	24
OG0004484	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	24
OG0004485	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	24
OG0004486	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004487	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	24
OG0004488	2	0	0	2	1	2	3	0	1	1	1	1	1	0	1	1	1	1	3	1	1	24
OG0004489	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	24
OG0004490	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	2	1	24
OG0004491	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	24
OG0004492	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0004493	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004494	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	24
OG0004495	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	24
OG0004496	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004497	1	2	0	1	3	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	24
OG0004498	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	24
OG0004499	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004500	1	1	2	1	2	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	24
OG0004501	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	24
OG0004502	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004503	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	24
OG0004504	4	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	24
OG0004505	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	24
OG0004506	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	24
OG0004507	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004508	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004509	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	24
OG0004510	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	24
OG0004512	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	24
OG0004513	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004514	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	24
OG0004515	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	24
OG0004516	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	24
OG0004517	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	24
OG0004518	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	1	2	24
OG0004519	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004520	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004521	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	24
OG0004522	1	0	0	1	1	1	2	0	1	1	1	1	2	1	5	1	1	1	1	1	1	24
OG0004523	1	4	0	1	1	4	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	24
OG0004524	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	24
OG0004525	2	1	1	1	2	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	2	24
OG0004526	1	2	1	1	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004527	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	24
OG0004528	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	24
OG0004529	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004530	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	24
OG0004531	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004532	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004533	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	24
OG0004534	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	24
OG0004535	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	24
OG0004536	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004537	1	2	1	1	3	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	24
OG0004538	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	24
OG0004539	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	2	3	24
OG0004540	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0004541	1	1	1	2	0	2	1	1	1	2	1	1	1	2	1	1	1	0	1	2	1	24
OG0004542	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0004543	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	4	1	24
OG0004544	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	24
OG0004546	1	1	1	1	1	1	1	0	3	1	1	1	1	1	1	3	1	1	1	1	1	24
OG0004547	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004548	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0004549	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	24
OG0004550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	24
OG0004551	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004552	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	24
OG0004554	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	0	1	24
OG0004555	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	0	1	24
OG0004556	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004557	1	2	3	1	1	1	1	1	1	1	1	2	0	0	1	1	1	2	1	1	1	24
OG0004558	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	24
OG0004559	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	24
OG0004560	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	24
OG0004562	1	1	1	1	1	0	1	0	2	1	1	4	1	1	2	1	1	1	1	1	1	24
OG0004563	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	24
OG0004564	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	24
OG0004565	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4	1	24
OG0004566	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004567	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	24
OG0004568	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	24
OG0004569	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004570	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	24
OG0004571	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004572	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	0	1	1	24
OG0004573	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004574	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004575	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	24
OG0004576	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	24
OG0004577	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004578	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004579	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004580	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004581	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	24
OG0004582	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004583	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	24
OG0004584	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004585	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004586	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	24
OG0004587	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	24
OG0004588	3	1	1	1	1	2	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	24
OG0004589	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	24
OG0004590	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	24
OG0004591	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	24
OG0004592	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	24
OG0004593	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004594	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	24
OG0004595	1	1	3	1	1	1	1	0	1	1	1	1	0	3	1	1	1	1	2	1	1	24
OG0004596	1	5	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	24
OG0004598	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	24
OG0004599	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	24
OG0004600	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004601	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004602	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004603	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004604	3	2	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0004605	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0004606	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004607	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	24
OG0004608	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004609	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004610	3	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1	2	1	2	1	1	24
OG0004611	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004612	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	24
OG0004613	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004614	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	24
OG0004615	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	24
OG0004616	1	1	1	2	1	1	1	1	2	1	2	1	0	1	2	1	1	1	1	1	1	24
OG0004617	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	24
OG0004618	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	24
OG0004619	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	24
OG0004620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	24
OG0004621	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004622	2	1	0	1	2	1	1	0	1	1	1	1	1	1	3	1	3	1	0	1	1	24
OG0004623	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	24
OG0004624	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004625	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004626	4	1	0	1	1	1	1	0	1	1	1	1	1	1	3	1	1	1	1	1	1	24
OG0004627	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	24
OG0004628	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	24
OG0004629	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	24
OG0004630	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	24
OG0004631	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004632	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	24
OG0004633	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004634	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	24
OG0004636	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004637	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	24
OG0004638	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	24
OG0004639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	24
OG0004640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	24
OG0004641	1	2	1	1	1	1	1	1	2	1	1	1	1	0	1	1	3	1	1	1	1	24
OG0004642	1	0	1	1	1	1	1	1	1	1	2	2	2	0	1	1	2	1	2	1	1	24
OG0004643	1	2	2	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	24
OG0004644	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004645	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	24
OG0004646	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	24
OG0004647	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	24
OG0004648	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004649	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004650	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	24
OG0004651	4	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	24
OG0004652	1	1	1	1	1	0	1	1	1	1	1	1	2	0	3	2	2	1	1	1	1	24
OG0004653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	24
OG0004654	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	24
OG0004655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	24
OG0004656	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004657	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	24
OG0004658	1	1	1	1	0	1	1	1	1	1	1	2	1	0	1	2	2	1	2	1	2	24
OG0004659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	24
OG0004660	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	24
OG0004661	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	24
OG0004662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	24
OG0004663	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	24
OG0004664	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	0	24
OG0004665	1	0	0	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	24
OG0004666	2	0	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	24
OG0004667	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004668	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	24
OG0004669	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	24
OG0004670	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	24
OG0004671	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	24
OG0004672	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	24
OG0004673	1	1	2	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	24
OG0004674	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	24
OG0004675	2	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	4	1	2	1	24
OG0004676	1	2	2	1	1	2	2	2	1	1	1	0	1	1	1	0	0	1	1	2	1	24
OG0004677	1	1	1	2	1	1	1	1	1	1	1	2	0	2	1	1	2	1	1	1	1	24
OG0004678	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	24
OG0004679	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	24
OG0004680	1	1	1	1	1	1	6	1	1	1	1	0	1	1	1	1	1	1	1	1	0	24
OG0004681	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004682	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	24
OG0004683	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004684	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24
OG0004685	1	1	1	1	1	1	0	1	1	1	1	2	1	0	2	3	2	0	2	1	1	24
OG0004686	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	24
OG0004687	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	24
OG0004688	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	24
OG0004689	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	24
OG0004690	1	0	0	1	2	1	1	0	1	1	1	1	1	2	4	1	1	2	1	1	1	24
OG0004691	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	24
OG0004692	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	24
