"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC114880646",2.23466833569353,-1.93450972894449,0.987201185453632,-1.95959015998907,0.0500437124146443,NA
"LOC114881536",0.540581804648728,1.42161209139977,1.85710310523061,0.765499819259222,0.443973974032174,NA
"LOC114881535",329.385445657353,-0.255673587130973,0.0945817743826264,-2.70320142331711,0.00686751161718892,0.182612477497989
"LOC114881232",200.256678070727,-0.278589289913232,0.118607437000699,-2.3488349209636,0.0188322540124302,0.291391637950071
"LOC114882550",2.88414801120714,-0.401815688936989,0.778835544810301,-0.515918529417989,0.605911311968582,NA
"LOC114880753",1652.16469243455,-0.3404923918561,0.14785960017773,-2.30280882301063,0.0212896018929174,0.311984172631845
"LOC114880949",1050.69108157147,0.398748150406321,0.124046444334435,3.21450689333164,0.00130668777408241,0.0758289817072854
"LOC114880951",341.355962664782,0.0241187880883203,0.102183292940731,0.236034555103933,0.813405856504461,0.969915404165258
"LOC114880952",477.166616473346,-0.0502196424744372,0.099653752599606,-0.503941308424303,0.614302621230294,0.924136206263933
"LOC114882157",106.86394399649,-0.049806288151686,0.151515293206579,-0.328721194393092,0.742366433016028,0.96205780621924
"LOC114881388",1.00219753439682,0.303284399256305,1.34061093156855,0.226228499346529,0.821023705856612,NA
"LOC114881418",3.39599447970957,0.582044812353778,0.724880598032746,0.802952671010081,0.422002090845229,NA
"LOC114881419",0.322868763910313,0.394412033529303,2.32737991847332,0.169466115264938,0.865430022943108,NA
"LOC114881608",2.09467931159838,-0.170532819645398,1.40150807349834,-0.121678085820602,0.903153969241271,NA
"LOC114880866",6.64221910109981,0.0315841504393966,0.550582952067852,0.0573649262491228,0.954254501772635,0.994986844651282
"LOC114882087",60.4903751882282,-0.614071440806955,0.306639852492831,-2.00258197300467,0.045222176402041,0.424432316931804
"LOC114881274",0.43938661314663,-1.06986330153259,2.0329471745981,-0.526262224075792,0.598706025907823,NA
"LOC114882098",0.0827300124671932,0.394407756472989,3.81692887976169,0.103331177734078,0.917700131799794,NA
"LOC114881331",0.144966754012139,0,3.81692887976001,0,1,NA
"LOC114882229",0,NA,NA,NA,NA,NA
"LOC114880966",0.268676967157253,0.394413824827389,2.91110591073837,0.135485907047384,0.89222770606323,NA
"LOC114881877",0.0867616798084341,0.394407756472989,3.81692887976169,0.103331177734077,0.917700131799794,NA
"LOC114882381",0.0986445796883369,-1.04825575602242,3.81692887976169,-0.274633295260106,0.783597983628833,NA
"LOC114881486",0,NA,NA,NA,NA,NA
"LOC114881433",0,NA,NA,NA,NA,NA
"LOC114881434",0.0911403300897398,0,3.81692887976169,0,1,NA
"LOC114881615",16.5369470832464,-0.615600039833555,0.371117568056238,-1.65877364161933,0.0971614136342258,0.552717856721949
"LOC114882430",15.4469579048046,-0.620185917764793,0.400440104126211,-1.54876075441565,0.121439243026396,0.591303374883672
"LOC114881333",2.35509106500036,-0.513431334260326,1.08681493618374,-0.472418364126643,0.636628198989287,NA
"LOC114882096",0,NA,NA,NA,NA,NA
"LOC114882111",0.413778342561927,-1.10817900509002,2.65126108272132,-0.417981847322467,0.675960389384228,NA
"LOC114882113",0.0971646831325419,-1.04825575602242,3.81692887976169,-0.274633295260106,0.783597983628833,NA
"LOC114882112",0.15587566094399,0.394413011147829,3.81692887976169,0.103332554410197,0.917699039219769,NA
"LOC114881950",38.4100371640301,-0.0149842222570754,0.227386008420336,-0.0658977320599966,0.947459246214119,0.992982757686234
"LOC114882224",0,NA,NA,NA,NA,NA
"LOC114882436",31.983845342209,-0.619840152549293,0.415421261137204,-1.49207614182408,0.135679185591707,0.616705342588514
"LOC114882310",66.5227781026549,-0.0905089862554635,0.300746041920362,-0.300948220889406,0.763453978807885,0.964786668423981
"LOC114882309",1.06520852726001,-0.626896551881284,1.32064662228043,-0.474689096466085,0.635008590723256,NA
"LOC114882518",0.812066288058096,-2.0625173871848,1.48915624623658,-1.38502416546096,0.166045078280797,NA
"LOC114881248",13.3190142301993,-0.449162383346773,0.431987887996892,-1.03975689093858,0.29845286195403,0.770691321718461
"LOC114881249",24.4953755326692,-0.468949890908908,0.535391579819513,-0.875900758594291,0.381083987108871,0.829900522207378
"LOC114881858",0.664692599834479,1.74085911494017,1.65035906547449,1.05483658154092,0.291500070804799,NA
"LOC114881777",4.2932647764944,0.143896264242462,0.64612628509443,0.222706098733364,0.823764254463357,NA
"LOC114882583",0.370448786933248,-1.60003412958162,2.61340252087016,-0.61224174875628,0.540377823495302,NA
"LOC114882574",0.0827300124671932,0.394407756472989,3.81692887976169,0.103331177734078,0.917700131799794,NA
"LOC114881650",0,NA,NA,NA,NA,NA
"LOC114881235",0.136921809220254,0.394413011147829,3.81692887976169,0.103332554410197,0.917699039219769,NA
"LOC114880944",0.10571553153217,0.394407756472989,3.81692887976169,0.103331177734078,0.917700131799794,NA
"LOC114880943",0.0911403300897398,0,3.81692887976169,0,1,NA
"LOC114882268",0,NA,NA,NA,NA,NA
"LOC114881226",0,NA,NA,NA,NA,NA
"LOC114881225",0,NA,NA,NA,NA,NA
"LOC114881507",0.584624512605466,0.949009867421502,1.67545709297835,0.566418484483247,0.571109332078399,NA
"LOC114882097",0.550299475954202,-1.59300581006474,2.17938623882379,-0.730942400978213,0.464814335647821,NA
"LOC114882500",1.42285333917069,-1.17758027935407,1.29647485759306,-0.908293957616945,0.363722934071328,NA
"Trnad-guc_1",0,NA,NA,NA,NA,NA
"LOC114881190",0,NA,NA,NA,NA,NA
"LOC114882618",0,NA,NA,NA,NA,NA
"LOC114881199",0,NA,NA,NA,NA,NA
"LOC114881197",0.170826955914203,0,3.81692887975898,0,1,NA
"LOC114881289",0.232295306637912,-0.326931184786395,2.94742050816706,-0.110921120308587,0.911678897363645,NA
"LOC114881290",0.158621369881828,-1.04825050134758,3.81692887976169,-0.274631918583987,0.783599041405369,NA
"LOC114881076",0.344613971921036,-2.36453607540722,2.67429894103478,-0.884170441503558,0.376604212018962,NA
"LOC114879712",31.5615451672971,-0.633186488442513,0.28504532321583,-2.22135371771414,0.0263270131596019,0.340700351225311
"LOC114877910",594.792053573071,-0.234779237152066,0.12274006912941,-1.91281656281723,0.0557715400345352,0.450616462258018
"LOC114877911",2.49421494858213,-0.210644076298718,0.843981425811266,-0.249583782126767,0.802909241734221,NA
"LOC114877909",98.1237921782594,-0.409697559156661,0.154219061640855,-2.65659481258395,0.00789342513571391,0.19166482559798
"LOC114874739",1078.7561978861,0.146543141076712,0.0887149061298877,1.65184350037138,0.0985664582985993,0.555233645128923
"LOC114874740",365.709288635067,0.053588617529258,0.105805917170376,0.506480345924001,0.612519483594207,0.923078449040625
"LOC114874747",302.825773691498,0.245368388368116,0.103470560729257,2.37138357653393,0.0177216288432872,0.285132922788268
"LOC114874748",330.171140373298,0.0484091433554937,0.107806512967853,0.449037280056806,0.653404763850125,0.933854671010704
"LOC114874735",171.312141906785,0.0545009602715541,0.142078429310908,0.383597711038109,0.701276636793069,0.950101096757889
"LOC114874743",2.08535469646857,-1.7159473316786,1.10867132037216,-1.54775116858131,0.121682217382238,NA
"LOC114874728",8.20835230112887,0.212029011350019,0.473292521870044,0.447987241615954,0.654162404380946,0.934213976973068
"LOC114874722",147.009704015494,-0.0492936762551583,0.133803783103301,-0.368402709638651,0.71257297732473,0.953161910956115
"LOC114874706",1251.03599035265,-0.0350575499954543,0.0904318646256005,-0.38766810947222,0.698261658655402,0.949478544891257
"LOC114874726",118.470229737744,0.031709078384463,0.144206382431723,0.219886788987832,0.825959325388745,0.970302190135449
"LOC114874710",251.591193865391,-0.00974080510161161,0.104917936957547,-0.092842133424269,0.926028977912299,0.990553770230398
"LOC114874730",616.588791808151,0.021997017357909,0.143675326248795,0.153102261412777,0.878317632554774,0.981118110649996
"LOC114874723",235.176171044965,-0.11561954890136,0.104629791749965,-1.10503468436272,0.269144560365353,0.747898048230684
"LOC114874709",5.91060762668111,-0.0383904369509412,0.614558353907876,-0.062468334710321,0.950189877914177,NA
"LOC114878053",437.31918811304,-0.0762951737226917,0.085034216240582,-0.897229104891548,0.369596677635869,0.823273287519152
"LOC114877331",48.6396756947933,-0.505613919984356,0.259420511439339,-1.94901288714244,0.0512938857317923,0.436893804153557
